nm_suplier,nm_barang,satuan,qty,dimensi
"Syngenta Indonesia, PT",Minecto Xtra 200/200 SC 100 X 50 ml,Btl,1003,100
"Syngenta Indonesia, PT",Minecto Xtra 200/200 SC 50 X 100 ml,Btl,4135,50
sarana promosi,Mini Baliho Bisi 959,Pcs,0,1
sarana promosi,Minyak Goreng Dua Udang 24 X 400 ml,Pcs,0,24
sarana promosi,Minyak Goreng Dua Udang 24 X 400 ml (Bisi),Pcs,0,24
sarana promosi,Minyak Goreng Fitri 400 ml,Pcs,0,1
sarana promosi,Minyak Goreng Fitri 400 ml (Bisi),Pcs,0,1
sarana promosi,Minyak Goreng Forzan 1 ltr,Pcs,0,1
sarana promosi,Minyak Goreng Rakyat 24 X 400 ml,Pcs,0,24
sarana promosi,Minyak Goreng Rakyat 24 X 400 ml (Bisi),Pcs,0,24
"Petrokimia Kayaku, PT",Mipcinta 50 WP 20 X 5 X 100 gr,Pack,62570,100
"Petrokimia Kayaku, PT",Mipcinta 50 WP 20 X 500 gr,Pack,19657,20
"Saprotan Utama, CV",MKP 20 X 1 kg,Pack,9312,20
"Sinar General Industries, PT",Money 865 SL 20 ltr*,Pail,0,1
"Sinar General Industries, PT",Money 865 SL 20 X 1 ltr,Btl,0,20
"Sinar General Industries, PT",Money 865 SL 20 X 1 ltr*,Btl,309,20
"Sinar General Industries, PT",Money 865 SL 20 X 400 ml,Btl,0,20
"Sinar General Industries, PT",Money 865 SL 20 X 400 ml*,Btl,245,20
"Sinar General Industries, PT",Money 865 SL 4 X 5 ltr*,Gal,8,4
"Sinar General Industries, PT",Money 865 SL 40 X 200 ml,Btl,0,40
"Sinar General Industries, PT",Money 865 SL 40 X 200 ml*,Btl,1788,40
"Sarana Tani Indonesia Makmur, PT",Monkey 40 SP 100 X 100 gr (Sample),Pack,75,100
"Indotani, PT",Monkey 40 SP 100 X 100 gr*,Pack,0,100
"Indotani, PT",Monkey 40 SP 40 X 200 gr*,Pack,0,40
"Indotani, PT",Monkey 40 SP 40 X 400 gr*,Pack,0,40
"Artha Buana Mandiri/Graha Niaga Mandiri, CV",Montana 230 EC 50 X 100 ml (sampel),Btl,9,50
"Sentana Adidaya Pratama, PT",MOP/KCL Mahkota 50 kg,Zak,0,1
"Agricon, PT",Mospilan 30 EC 20 X 400 ml,Btl,2878,20
"Agricon, PT",Mospilan 30 EC 48 X 100 ml,Btl,5574,48
"Bayer Indonesia, PT",Movento Energy 240 SC 100 X 100 ml,Btl,0,100
"Bayer Indonesia, PT",Movento Energy 240 SC 100 X 50 ml,Btl,0,100
"Bayer Indonesia, PT",Movento Energy 240 SC 50 X 100 ml,Btl,1037,50
"Bayer Indonesia, PT",Movento Energy 240 SC 50 X 50 ml,Btl,0,50
"Maju Makmur Utomo, PT",Mr. Qlett 30 X 200 ml,Btl,638,30
"Maju Makmur Utomo, PT",Mr. Qlett 50 X 100 ml,Btl,1924,50
"Maju Makmur Utomo, PT",Mr. Qlett 50 X 50 ml,Btl,1230,50
"Java Karlos Indonesia, PT",Mulsa Coboy 60 cm X 1 kg,Pack,0,1
"Java Karlos Indonesia, PT",Mulsa Coboy 70 cm X 1 kg,Pack,0,1
"Java Karlos Indonesia, PT",Mulsa Coboy 80 cm X 1 kg,Pack,268,1
"Java Karlos Indonesia, PT",Mulsa Dewata Biru 60 cm X 18 kg (roll) (batal),Roll,0,0
"Java Karlos Indonesia, PT",Mulsa Dewata Biru 60 cm X 18 kg (roll)*,Roll,11,1
"Java Karlos Indonesia, PT",Mulsa Dewata Biru 60 cm X 9 kg (roll),Roll,1,1
"Java Karlos Indonesia, PT",Mulsa Dewata Biru 60 cm X 9 kg (roll)*,Roll,1,1
"Java Karlos Indonesia, PT",Mulsa Dewata Biru 70 cm X 18 kg (roll),Roll,10,1
"Java Karlos Indonesia, PT",Mulsa Dua Srigala 50 cm X 18 kg (Roll),Roll,199,1
"Java Karlos Indonesia, PT",Mulsa Dua Srigala 50 cm X 5 kg (Roll),Roll,20,1
"Java Karlos Indonesia, PT",Mulsa Dua Srigala 50 cm X 9 kg (Roll),Roll,105,1
"Java Karlos Indonesia, PT",Mulsa Dua Srigala 58 cm X 18 kg (Roll) Biru,Roll,50,1
"Java Karlos Indonesia, PT",Mulsa Dua Srigala 60 cm X 18 kg (Roll),Roll,223,1
"Java Karlos Indonesia, PT",Mulsa Dua Srigala 60 cm X 9 kg (Roll),Roll,103,1
sarana promosi,Mulsa Dua Srigala 60 cm X 9 kg (Roll),Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 40 cm X 18 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 40 cm X 9 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 50 cm X 17 kg (Roll)*,Roll,257,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 50 cm X 18 kg (Roll)*,Roll,36,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 50 cm X 8 kg (Roll)*,Roll,95,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 50 cm X 9 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 60 cm X 17 kg (Roll)*,Roll,124,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 60 cm X 18 kg (Roll)*,Roll,23,1
sarana promosi,Mulsa Hanoman 60 cm X 18 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 60 cm X 8 kg (Roll)*,Roll,1,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 60 cm X 9 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 80 cm X 18 kg (Roll)*,Roll,35,1
"Java Karlos Indonesia, PT",Mulsa Hanoman 80 cm X 9 kg (Roll)*,Roll,0,1
"Surya Berkah Plastindo, PT",Mulsa HP Karisma Star 120 X 18 kg,Roll,0,1
"Surya Berkah Plastindo, PT",Mulsa HP Karisma Star 120 X 9 kg,Roll,0,1
"Tomang Plastindo Utama, PT",Mulsa HP Karisma Super (Madya) 120 X 18 kg,Kg,0,1
"Tomang Plastindo Utama, PT",Mulsa HP Karisma Super (Madya) 120 x 5.5 kg,Kg,0,1
"Tomang Plastindo Utama, PT",Mulsa HP Karisma Super (Madya) 120 X 9 kg,Kg,0,1
"Prima Jaya, PT",Mulsa Karisma 50 cm / 10 kg (Roll),Roll,80,1
"Prima Jaya, PT",Mulsa Karisma 50 cm / 20 kg (Roll),Roll,127,1
"Prima Jaya, PT",Mulsa Karisma 60 cm / 10 kg (Roll),Roll,102,1
"Prima Jaya, PT",Mulsa Karisma 60 cm / 20 kg (Roll),Roll,30,1
"Prima Jaya, PT",Mulsa Karisma 70 cm / 10 kg (Roll),Roll,64,1
"Prima Jaya, PT",Mulsa Karisma 70 cm / 20 kg (Roll),Roll,53,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 16 kg (Roll) Merah*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 17 kg (Roll) Merah,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 17 kg (Roll)*,Roll,71,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 18 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 8 kg (Roll),Pcs,1,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 8 kg (Roll) Merah MT*,Roll,70,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 8 kg (Roll) Merah*,Roll,97,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 8 kg (Roll)*,Roll,222,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 50 cm X 9 kg (Roll)*,Roll,45,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 16 kg (Roll) Merah*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 17 kg (Roll) Merah MT*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 17 kg (Roll)*,Roll,43,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 18 kg (Roll)*,Pcs,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 18 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 8 kg (Roll) Merah MT*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 8 kg (Roll) Merah*,Roll,32,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 8 kg (Roll)*,Roll,32,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 9 kg (Roll)*,Pcs,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 60 cm X 9 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 70 cm X 16 kg (Roll) Merah*,Roll,28,1
"Java Karlos Indonesia, PT",Mulsa Karisma Q989 70 cm X 8 kg (Roll) Merah*,Roll,29,1
sarana promosi,Mulsa Karisma Q989 70 cm X 8 kg (Roll) Merah*,Roll,0,1
"Karunia Sukses Utama, PT",Mulsa lembaran 025 X 50 cm (Sample),Pcs,2,1
"Karunia Sukses Utama, PT",Mulsa Lembaran 03 X 60 cm (Sample),Pcs,2,1
"Java Karlos Indonesia, PT",Mulsa Monesa 0.3 50 cm X 17 kg (Roll) Merah,Roll,50,1
"Java Karlos Indonesia, PT",Mulsa Monesa 0.3 60 cm X 17 kg (Roll) Merah,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Monesa 50 cm X 17 kg (Roll),Roll,100,1
"Java Karlos Indonesia, PT",Mulsa Monesa 60 cm X 17 kg (Roll),Roll,172,1
"Java Karlos Indonesia, PT",Mulsa Monesa 60 cm X 18 kg (Roll),Roll,27,1
"Java Karlos Indonesia, PT",Mulsa Monesa 60 cm X 9 kg (Roll),Roll,0,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 40 cm @1 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 40 cm @2 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 40 cm @3 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 50 cm @1 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 50 cm @2 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 50 cm @3 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 60 cm @1 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 60 cm @2 kg (sample),Roll,1,1
"Murni Mapan Makmur, PT",Mulsa Ori 03 X 60 cm @3 kg (sample),Roll,1,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 50 cm X 18 kg (Roll)*,Roll,67,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 50 cm X 9 kg (Roll)*,Roll,57,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 60 cm X 18 kg (Roll) Sample,Roll,1,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 60 cm X 18 kg (Roll)*,Roll,2,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 60 cm X 9 kg (Roll) Sample,Roll,1,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 60 cm X 9 kg (Roll)*,Roll,118,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 70 cm X 18 kg (Roll)*,Roll,38,1
"Karunia Sukses Utama, PT",Mulsa Ori Gajah 0.3 70 cm X 9 kg (Roll)*,Roll,33,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 50 cm X 18 kg (Roll)*,Roll,107,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 50 cm X 9 kg (Roll)*,Roll,135,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 60 cm X 18 kg (Roll) Sample,Roll,0,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 60 cm X 18 kg (Roll)*,Roll,0,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 60 cm X 9 kg (Roll) Sample,Roll,1,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 60 cm X 9 kg (Roll)*,Roll,156,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 70 cm X 18 kg (Roll)*,Roll,31,1
"Karunia Sukses Utama, PT",Mulsa Ori Universal 0.25 70 cm X 9 kg (Roll)*,Roll,22,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 0.3 60 cm X 5 kg (Roll) Hijau,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 0.3 60 cm X 9 kg (Roll) Hijau,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 50 cm X 18 kg (Roll)*,Roll,48,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 60 cm X 18 kg (Roll)*,Roll,71,1
sarana promosi,Mulsa Petani Sejati 60 cm X 18 kg (Roll)*,Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 60 cm X 9 kg (Roll)*,Roll,8,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 70 cm X 18 kg (Roll)*,Pcs,48,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 70 cm X 18 kg (Roll)*,Roll,48,1
"Java Karlos Indonesia, PT",Mulsa Petani Sejati 70 cm X 9 kg (Roll),Roll,45,1
"Java Karlos Indonesia, PT",Mulsa Sadewa Kuning 50 cm X 18 kg (Roll),Roll,6,1
"Java Karlos Indonesia, PT",Mulsa Sadewa Kuning 50 cm X 9 kg (Roll),Roll,1,1
"Java Karlos Indonesia, PT",Mulsa Sadewa Kuning 60 cm X 18 kg (Roll),Roll,17,1
"Java Karlos Indonesia, PT",Mulsa Sadewa Kuning 60 cm X 9 kg (Roll),Roll,0,1
"Java Karlos Indonesia, PT",Mulsa Sample Grade C,Pcs,0,1
"Centa Brasindo Abadi, PT",Mupxone 276 SL 20 ltr,Pail,0,1
"Centa Brasindo Abadi, PT",Mupxone 276 SL 4 X 5 ltr,Gal,0,4
"Star Metal Ware Industry, PT",Mur YT 5L,Pcs,40,1
"Agro Natural Technology, PT",Mutual 25/25 WP 100 X 100 gr*,Pcs,479,100
"Agro Natural Technology, PT",Mutual 25/25 WP 100 X 100 gr*,Pack,479,100
"Agro Natural Technology, PT",Mutual 25/25 WP 40 X 250 gr*,Pack,0,40
"Agro Natural Technology, PT",Mutual 25/25 WP 50 X 100 gr*,Pack,0,50
"Safeeko Bio Indonesia, PT",Nanoboom 2 X 25 X 10 X 2 ml,Btl,23062,500
"Bayer Indonesia, PT",Nativo 75 WG 100 X 50 gr,Pack,2800,100
"Bayer Indonesia, PT",Nativo 75 WG 16 X 20 X 12.5 gr,Pack,0,320
"Bayer Indonesia, PT",Nativo 75 WG 30 X 10 X 12.5 gr,Pack,0,300
sarana promosi,Navara Bisi 77 50 X 38,Pcs,0,1
sarana promosi,Navara Bisi 959 50 X 38,Pcs,0,1
sarana promosi,Navara Cling 33 X 50,Pcs,0,1
"Syngenta Indonesia, PT",Nelvium 20 X 1 kotak,Pcs,0,20
"Mitra Kreasi Dharma, PT",Nemaguard 10 GR 10 X 1 kg*,Pack,11,10
"Mitra Kreasi Dharma, PT",Nemaguard 10 GR 20 X 500 gr*,Pack,2616,20
"Sinar Agro Kimia Indonesia, CV",Neo Foxs 200 EC 12 X 800 ml*,Btl,36,12
"Sinar Agro Kimia Indonesia, CV",Neo Foxs 200 EC 40 X 250 ml*,Btl,0,40
"Sinar Agro Kimia Indonesia, CV",Neo Foxs 200 EC 50 X 100 ml*,Btl,0,50
"Mitra Kreasi Dharma, PT",Neocron 80 OL 15 X 1 ltr*,Btl,3566,15
"Mitra Kreasi Dharma, PT",Neocron 80 OL 20 X 250 ml*,Btl,6604,20
"Mitra Kreasi Dharma, PT",Neocron 80 OL 20 X 500 ml*,Btl,21543,20
"UPL Indonesia, PT",Neoroot 16 X 250 gr,Pack,956,16
"UPL Indonesia, PT",Neoroot 16 X 250 gr (Sample),Pack,2,16
"Maju Makmur Utomo, PT",Neptune 25 WP 50 X 100 gr,Pack,0,50
"Johnny Jaya Makmur, PT",Neptune 25 WP 50 X 50 gr (Sample),Pack,0,50
"Johnny Jaya Makmur, PT",Neptune 25 WP 50 x 50 gr*,Pack,0,50
"Lestari Inti Agro, CV",Neshoga 10 X 4 X 25 X 3 ml (S)*,Sach,11364,1000
"Lestari Inti Agro, CV",Neshoga 4 X 75 X 25 ml*,Btl,0,300
"Maju Makmur Utomo, PT",New Felo 02 30-10-10 30 X 500 gr,Pack,550,30
"Maju Makmur Utomo, PT",New Felo 03 15-30-15 30 X 500 gr,Pack,605,30
"Maju Makmur Utomo, PT",New Felo 05 15-10-30 30 X 500 gr,Pack,577,30
"Artha Buana Mandiri/Graha Niaga Mandiri, CV",New Naptalin (Sample),Btl,1,1
"Pupuk Kujang, PT",Nitrea Kujang 4 X 5 kg*,Pack,0,4
sarana promosi,Nokia 150 TA-1235DS New,Pcs,0,1
sarana promosi,Nokia 210,Pcs,0,1
sarana promosi,Nokia 5310,Pcs,0,1
"Imta Sukses Abadi, PT",Nosel N-02,Pcs,10,1
"Imta Sukses Abadi, PT",Nosel N-06,Pcs,10,1
"Imta Sukses Abadi, PT",Nosel N-07,Pcs,10,1
"Imta Sukses Abadi, PT",Nosel Tutup KSB 365,Pcs,1355,1
"Imta Sukses Abadi, PT",Nosel Tutup KSK 235,Pcs,1831,1
"Jawa Agrindo Internasional, PT",Nostro 440 EC 20 X 500 ml ( label hijau )*,Btl,7,20
"Jawa Agrindo Internasional, PT",Nostro 440 EC 20 X 500 ml (label biru)*,Btl,10,20
sarana promosi,Nostro 440 EC 20 X 500 ml (label biru)*,Btl,0,20
"Jawa Agrindo Internasional, PT",Nostro 440 EC 40 X 250 ml ( label hijau )*,Btl,30,40
"Jawa Agrindo Internasional, PT",Nostro 440 EC 40 X 250 ml (label biru)*,Btl,107,40
sarana promosi,Nostro 440 EC 40 X 250 ml (label biru)*,Btl,0,40
"Jawa Agrindo Internasional, PT",Nostro 440 EC 50 X 100 ml (label biru)*,Btl,0,50
sarana promosi,Note Book Lenovo,Pcs,0,1
sarana promosi,Notebook Acer N100,Pack,0,1
"Tanindo Intertraco, PT",Noxone 276 SL 20 X 1 ltr,Btl,2580,20
"Tanindo Intertraco, PT",Noxone 276 SL 4 X 5 ltr,Gal,0,4
"Tanindo Intertraco, PT",Noxone Mix 255 SL 20 ltr,Pail,0,1
"Tanindo Intertraco, PT",Noxone Mix 255 SL 20 X 1 ltr,Btl,0,20
"Tanindo Intertraco, PT",Noxone Mix 255 SL 4 X 5 ltr,Gal,0,4
"Star Metal Ware Industry, PT","Nozzle YT 4L, 5L, 7L & 9L",Pcs,1160,1
"Multidaya Putra Sejahtera, PT",NPK 12-12-17 MPS 25 kg,Zak,219,1
"Multidaya Putra Sejahtera, PT",NPK 12-12-17 MPS 25 kg (Sample),Zak,0,1
"Saprotan Utama Nusantara, PT",NPK 15-10-22 Magnum 50 kg,Zak,60,1
"Multidaya Putra Sejahtera, PT",NPK 16.16.16+2 MPS 5 X 5 kg*,Pack,0,5
"Multidaya Putra Sejahtera, PT",NPK 16.16.16+2 MPS 50 kg*,Zak,82,1
"Multidaya Putra Sejahtera, PT",NPK 16.16.16+2 MPS 6 X 5 kg*,Pack,0,6
"Multidaya Putra Sejahtera, PT",NPK 17-17-17 MPS 20 kg,Zak,76,1
"Kertopaten Kencana, PT",NPK Boost 324 10 X 5 kg,Pack,0,10
"Kertopaten Kencana, PT",NPK Boost 324 20 X 1 kg,Pack,0,20
"Kertopaten Kencana, PT",NPK Boost 324 50 kg,Zak,0,1
"Kertopaten Kencana, PT",NPK Cap Tawon 16-16-16 + Boron 20 X 1 kg,Pack,0,20
"Kertopaten Kencana, PT",NPK Cap Tawon 16-16-16 + Boron 50 kg,Zak,0,1
"Kertopaten Kencana, PT",NPK Cap Tawon 16-16-16 10 X 5 kg,Pack,0,10
"Kertopaten Kencana, PT",NPK Cap Tawon 16-16-16 20 X 1 kg,Pack,0,20
"Kertopaten Kencana, PT",NPK Cap Tawon 16-16-16 50 kg,Zak,0,1
"Kertopaten Kencana, PT",NPK Cap Tawon 16-16-16 Zinc 10 X 5 kg,Pack,0,10
"Pijar Nusa Pasifik, PT.",NPK Dinar 15-9-20 25 kg,Zak,1,1
"Sentana Adidaya Pratama, PT",NPK Mahkota 16.16.16 Kirana 50 kg,Zak,0,1
"Multi Sarana Indotani, PT",NPK Multi K-P 20 X 1 kg,Pack,1600,20
"Multidaya Putra Sejahtera, PT",NPK Multidaya 10-10-10 20 kg*,Zak,165,1
"Multidaya Putra Sejahtera, PT",NPK Multidaya 10-10-10 50 kg*,Zak,0,1
"Multidaya Putra Sejahtera, PT",NPK Multidaya 12-12-17 50 kg*,Zak,0,1
"Behn Meyer AgriCare, PT",NPK Novatec 12-12-17 25 kg*,Zak,346,1
"Behn Meyer AgriCare, PT",NPK Novatec 12-12-17 5 X 5 kg*,Pack,810,5
"Behn Meyer AgriCare, PT",NPK Novatec 12-8-16 25 kg*,Zak,0,1
"Saprotan Utama Nusantara, PT",NPK P Tani 16-16-16 Biru 50 kg,Zak,0,1
"Pupuk Kaltim, PT",NPK Pelangi 20-10-10 10 X 5 kg,Pack,3,10
"Pupuk Kaltim, PT",NPK Pelangi 20-10-10 50 kg,Zak,1,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 25 kg*,Zak,29,1
sarana promosi,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 5 kg (Sample),Pcs,0,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 50 kg,Zak,35,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 50 kg (Sample),Zak,0,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 500gr (Sample),Pack,50,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 8 X 5 kg,Pack,0,8
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 8 X 5 kg*,Pack,365,8
sarana promosi,NPK SiNutriHS 16-16-16+TE (Biru) 5 kg (Sample),Pcs,0,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 16-16-16+TE (Biru) NPG 25 kg,Zak,0,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 16-16-16+TE (Biru) NPG 25 kg*,Zak,84,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 16-16-16+TE (Biru) NPG 50 kg,Zak,71,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 16-16-16+TE (Biru) NPG 500gr (Sample),Pack,30,1
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 16-16-16+TE (Biru) NPG 8 X 5 kg,Pack,0,8
"Nusa Palapa Gemilang, PT.",NPK SiNutriHS 16-16-16+TE (Biru) NPG 8 X 5 kg*,Pack,751,8
"Sinar General Industries, PT",Nuclear 240 SL 20 X 1 ltr,Btl,0,20
"Sinar General Industries, PT",Nuclear 240 SL 4 X 5 ltr,Gal,0,4
"Nufarm Indonesia, PT",Numectin 20 EC 15 X 1 ltr*,Btl,1044,15
"Royal Agro Indonesia, PT",Odeon 75 WP 16 X 500 gr,Pack,0,16
"Prima Karya Berjaya, PT",Omni-Net 40 SP 100 X 100 gr,Pack,980,100
"Prima Karya Berjaya, PT",Omni-Net 40 SP 20 X 400 gr,Pack,600,20
"Prima Karya Berjaya, PT",Omni-Net 40 SP 50 X 200 gr,Pack,490,50
"Sinar General Industries, PT",One Up 480 SL 20 X 1 ltr,Btl,0,20
"Sinar General Industries, PT",One Up 480 SL 4 X 5 ltr,Gal,0,4
"Maju Makmur Utomo, PT",Oplosan 550/60 EC 10 X 800 ml,Btl,382,10
"Maju Makmur Utomo, PT",Oplosan 550/60 EC 20 X 400 ml,Btl,1900,20
"Maju Makmur Utomo, PT",Oplosan 550/60 EC 40 X 200 ml,Btl,1527,40
"Maju Makmur Utomo, PT",Oplosan 550/60 EC 50 X 80 ml,Btl,1447,50
"Asiana Chemicalindo Lestari, PT",Orca 480 SL 20 ltr,Pail,4,1
"Asiana Chemicalindo Lestari, PT",Orca 480 SL 20 X 1 ltr,Btl,503,20
"Asiana Chemicalindo Lestari, PT",Orca 480 SL 4 X 5 ltr,Btl,97,4
"Syngenta Indonesia, PT",Orondis Opti 6/400 SC 20 X 500 ml,Btl,6137,20
"Kalatham, PT",Osmocote Dekastar Buah 6-13-25 24 X 500 gr*,Pack,1697,24
"Kalatham, PT",Osmocote Dekastar Buah 6-13-25 40 X 100 gr*,Pack,1400,40
"Kalatham, PT",Osmocote Dekastar Daun 17-11-10 24 X 500 gr*,Pack,0,24
"Kalatham, PT",Osmocote Dekastar Daun 17-11-10 40 X 100 gr*,Pack,0,40
"Kalatham, PT",Osmocote Dekastar Imbang 13-13-13 24 X 500 gr*,Pack,522,24
"Kalatham, PT",Osmocote Dekastar Imbang 13-13-13 40 X 100 gr*,Pack,1468,40
"Bisi International, Tbk",Oyong Ezensa 20 X 12 X 10 gr,Pack,0,240
"Benih Citra Asia, PT",Oyong Hanoman 12 X 15 X 10 gr*,Pack,468,180
"Artha Buana Mandiri/Graha Niaga Mandiri, CV",Paclo 15 WP 16 X 5 X 100 gr*,Pack,3100,80
"Bisi International, Tbk",Padi Ciherang 8 X 5 kg,Pack,92,8
"Nusantara Pertanian Indonesia, PT",Padi Hibrida Bridantara 8 20 X 1 kg,Pack,180,20
"Bisi International, Tbk",Padi Hibrida Sridewi 20 X 1 kg,Pack,616,20
"Agri Makmur Pertiwi, PT",Padi Inpari-32 8 X 5 kg,Pack,0,8
"Agri Makmur Pertiwi, PT",Padi Inpari-42 8 X 5 kg,Pack,0,8
"Bisi International, Tbk",Padi Intani 602 20 X 1 kg*,Pack,0,20
sarana promosi,Padi Janger Ciherang 4 X 5 kg (tidak dipakai),Pcs,0,4
"Surya Kencana Agrifarm, CV",Padi Janger Ciherang 4 X 5 kg*,Pack,0,4
sarana promosi,Padi Janger Inpari-32 4 X 5 kg (tidak dipakai),Pcs,0,1
sarana promosi,Padi Janger Inpari-32 4 X 5 kg*,Pcs,0,4
"Surya Kencana Agrifarm, CV",Padi Janger Inpari-32 4 X 5 kg*,Pack,1060,4
"Surya Kencana Agrifarm, CV",Padi Janger Logawa 4 X 5 kg*,Pack,312,4
"Semi, CV",Padi Pahisa 01 20 X 1 kg,Pack,0,20
sarana promosi,Padi Pahisa 01 200 gr,Pcs,0,1
"Restu Tani, CV",Padi Q-989 Cakrabuana 4 X 5 kg,Pack,0,4
"Restu Tani, CV",Padi Q-989 Cibogo 4 X 5 kg*,Pack,0,4
"Restu Tani, CV",Padi Q-989 Ciherang 4 X 5 kg*,Pack,2,4
"Restu Tani, CV",Padi Q-989 Inpari 32 4 X 5 kg*,Pack,992,4
"Restu Tani, CV",Padi Q-989 Inpari 33 4 X 5 kg*,Pack,0,4
"Restu Tani, CV",Padi Q-989 Inpari 42 4 X 5 kg*,Pack,1,4
