nm_suplier,nm_barang,satuan,qty,dimensi
"Excel Meg Indo, PT",Emacel 30 EC 20 X 500 ml*,Btl,327,20
"Excel Meg Indo, PT",Emacel 30 EC 40 X 250 ml,Btl,0,40
"Excel Meg Indo, PT",Emacel 30 EC 40 X 250 ml*,Btl,211,40
"Excel Meg Indo, PT",Emacel 30 EC 50 X 100 ml,Btl,0,50
"Excel Meg Indo, PT",Emacel 30 EC 50 X 100 ml*,Btl,727,50
"Deli Standart, PT",Emaplus 50 EC 20 X 1 ltr*,Btl,375,20
"Deli Standart, PT",Emaplus 50 EC 20 X 400 ml,Btl,21,20
"Deli Standart, PT",Emaplus 50 EC 20 X 400 ml*,Btl,515,20
"Deli Standart, PT",Emaplus 50 EC 30 X 200 ml + ergostim*,Btl,9,30
"Deli Standart, PT",Emaplus 50 EC 30 X 200 ml*,Btl,9,30
"Deli Standart, PT",Emaplus 50 EC 40 X 200 ml*,Btl,442,40
"Deli Standart, PT",Emaplus 50 EC 50 X 50 ml*,Btl,194,50
"Deli Standart, PT",Emaplus 50 EC 50 X 80 ml*,Btl,0,50
"Asiana Chemicalindo Lestari, PT",Emapro 20/160 OD 20 X 250 ml,Btl,1335,20
sarana promosi,Ember Regent,Pcs,0,1
"Maju Makmur Utomo, PT",Emclopir 300/20 EC 20 X 250 ml*,Btl,433,20
"Maju Makmur Utomo, PT",Emclopir 300/20 EC 50 X 100 ml*,Btl,1648,50
"Deli Standart, PT",Empower 1 ltr,Btl,1,1
"Dow Agro Sciences Ind, PT",Endure 120 SC 24 X 200 ml,Btl,0,24
"Catur Agrodaya Mandiri, PT",Eros Gold 0.75/30 DF 40 X 250 gr,Pack,5520,40
"Catur Agrodaya Mandiri, PT",Eros Gold 0.75/30 DF 50 X 100 gr,Pack,0,50
"Bayer Indonesia, PT",Ethrel 480 SL 100 X 100 ml,Pcs,42,100
"Sinar General Industries, PT",Extra One 680 SC 10 X 1 ltr,Btl,50,10
"Sinar General Industries, PT",Extra One 680 SC 10 X 500 ml*,Btl,0,10
"Sinar General Industries, PT",Extra One 680 SC 20 X 250 ml*,Btl,0,20
"Sinar General Industries, PT",Extra One 680 SC 50 ml (Sample),Btl,0,1
"Widjaya, UD",Fan Nozzle,Pcs,25,1
"Multi Sarana Indotani, PT",Fargo 70 WP 16 X 1 kg,Pack,16,16
"Nufarm Indonesia, PT",Fastick 400 SL 12 X 1 ltr*,Btl,0,12
"Rejeki Indo Agrotec, PT",Fastquat 276 SL 20 X 1 ltr,Btl,2833,20
"Agroiris Crop Protection Indonesia, PT",Fenprozole 500 EC 48 X 240 ml*,Btl,696,48
"Behn Meyer AgriCare, PT",Fenticide 200 EC 10 X 1 ltr*,Btl,0,10
"Behn Meyer AgriCare, PT",Fenticide 200 EC 20 X 500 ml*,Btl,0,20
"Asiana Chemicalindo Lestari, PT",Fentolin 200 EC 20 X 200 ml*,Btl,0,20
"Asiana Chemicalindo Lestari, PT",Fentolin 200 EC 20 X 500 ml*,Btl,1294,20
"Mitra Kreasi Dharma, PT",Fenval 200 EC 15 X 1 ltr*,Btl,3172,15
"Mitra Kreasi Dharma, PT",Fenval 200 EC 20 X 250 ml*,Btl,1569,20
"Mitra Kreasi Dharma, PT",Fenval 200 EC 20 X 500 ml*,Btl,6848,20
"Mitra Kreasi Dharma, PT",Fenval 200 EC 50 X 100 ml*,Btl,2715,50
"Jawa Agrindo Internasional, PT",Ferancher 100 EC 40 X 200 ml*,Btl,68,40
"Jawa Agrindo Internasional, PT",Ferancher 100 EC 50 X 200 ml*,Btl,0,50
"Bina Guna Kimia, PT",Ferterra 0.4 GR 10 X 2 kg (FMC),Pack,0,10
"Behn Meyer AgriCare, PT",Fetrilon Combi 1 12 X 200 X 2.5 gr*,Pack,0,2400
"Behn Meyer AgriCare, PT",Fetrilon Combi 1 12 X 40 X 25 gr,Pack,716,480
"Syngenta Indonesia, PT",Filia 525 SE 100 X 50 ml,Btl,19248,100
"Syngenta Indonesia, PT",Filia 525 SE 20 X 250 ml,Btl,25673,20
"Tanindo Intertraco, PT",Fitomic Plus 20 X 1 ltr,Btl,0,20
"Tanindo Intertraco, PT",Fitomic Plus 20 X 500 ml,Btl,0,20
"Golden Planter Indonesia, PT",Flash 40 X 100 ml*,Btl,10,40
"Alfa Beta Agrochemical, PT",Flashoot 300 EC 80 X 100 ml*,Btl,1100,80
"Mitra Kreasi Dharma, PT",Folirfos 400 SL 15 X 1 ltr*,Btl,3812,15
"Mitra Kreasi Dharma, PT",Folirfos 400 SL 20 X 500 ml,Btl,271,20
"Mitra Kreasi Dharma, PT",Folirfos 400 SL 4 X 5 ltr,Gal,27,4
"Agro Natural Technology, PT",Fondua 375 SC 20 X 250 ml,Btl,798,20
"Agro Natural Technology, PT",Fondua 375 SC 50 X 100 ml,Btl,800,50
"Sinergi Chem Indonesia, PT",Fonium 200 SL 20 X 1 ltr,Btl,480,20
"Sinar General Industries, PT",Format 360/120 SL 20 X 1 ltr*,Btl,1920,20
"Mitra Kreasi Dharma, PT",Forsil 20 X 250 ml*,Btl,4,20
"Mitra Kreasi Dharma, PT",Forsil 20 X 500 ml*,Btl,0,20
"Syngenta Indonesia, PT",Fortenza 600 FS 4 X 20 X 12 ml,Btl,0,80
"Mitra Tani Abadi Jaya, CV",Fortune 250 ml,Btl,5,1
"Behn Meyer AgriCare, PT",Fruitka 50%K2O - 18%S 10 X 1 kg,Pack,208,10
"Lestari Inti Agro, CV",Fungidex 40 WP 50 X 500 gr*,Pack,4323,50
"Maju Makmur Utomo, PT",Futay-1 10 X 1 ltr + kaos,Btl,100,10
"Maju Makmur Utomo, PT",Futay-1 30 X 500 ml,Btl,0,30
"Maju Makmur Utomo, PT",Futay-1 50 X 100 ml,Btl,0,50
"Maju Makmur Utomo, PT",Futay-1 50 X 250 ml,Btl,0,50
"Kristalindo Karunia Internasional, PT",GA Bunga Buah 20 X 500 ml,Btl,823,20
"Kristalindo Karunia Internasional, PT",GA Cabe 20 X 500 ml,Pack,145,20
"Kristalindo Karunia Internasional, PT",GA Jagung 20 X 500 ml,Btl,140,20
"Kristalindo Karunia Internasional, PT",GA Jagung 20 X 500 ml (Sample),Btl,40,20
"Kristalindo Karunia Internasional, PT",GA Jeruk 20 X 500 ml,Btl,860,20
"Karunia Sukses Utama, PT",GA Padi 20 X 500 ml,Btl,425,20
"Jawa Agrindo Internasional, PT",Ga Plus 20TB 35 X 10 X 5 gr*,Pack,5936,350
"Kristalindo Karunia Internasional, PT",GA Recovery 20 X 500 ml*,Btl,370,20
"Kristalindo Karunia Internasional, PT",GA Sayur Daun 20 X 500 ml,Btl,375,20
"Royal Agro Indonesia, PT",Galil 300 SC 100 X 100 ml,Btl,0,100
"Royal Agro Indonesia, PT",Galil 300 SC 40 X 250 ml,Btl,0,40
"Maju Makmur Utomo, PT",Gallery 403 SL 10 X 1 ltr + SG.02 100 gr,Btl,339,10
"Maju Makmur Utomo, PT",Gallery 403 SL 30 X 500 ml + SG.02 100 gr (M2U),Btl,2270,30
"Maju Makmur Utomo, PT",Gallery 403 SL 30 X 500 ml + SG.06 100 gr (M2U),Btl,0,30
"Maju Makmur Utomo, PT",Gallery 403 SL 4 X 4 ltr + SG.02 100 gr,Gal,0,4
"Maju Makmur Utomo, PT",Gallery 403 SL 50 X 100 ml M2U (Sample),Btl,0,50
"Maju Makmur Utomo, PT",Gallery 403 SL 50 X 200 ml (M2U),Btl,2546,50
"Sarana Tani Makmur, CV",Gamectin 30 EC 100 X 100 ml*,Btl,4471,100
"Sarana Tani Makmur, CV",Gamectin 30 EC 20 X 500 ml*,Btl,441,20
"Sarana Tani Makmur, CV",Gamectin 30 EC 40 X 250 ml*,Btl,2319,40
"Kalatham, PT",Gandapan Maxima 40 X 200 gr,Pack,0,40
"Kalatham, PT",Gandasil B/K 144 X 100 gr,Pack,178485,144
"Kalatham, PT",Gandasil B/K 24 X 500 gr,Pack,45706,24
"Kalatham, PT",Gandasil D/H 144 X 100 gr,Pack,141000,144
"Kalatham, PT",Gandasil D/H 24 X 500 gr,Pack,40848,24
"Zenith Cropsciences Indonesia, PT",Ganero 250 EC 34 X 250 ml*,Btl,0,34
"Zenith Cropsciences Indonesia, PT",Ganero 250 EC 40 X 100 ml,Btl,1596,40
"Zenith Cropsciences Indonesia, PT",Ganero 250 EC 40 X 250 ml*,Btl,946,40
"Mitra Indotani Abadi, PT",Gardara 10 SP 100 X 100 gr*,Pack,51149,100
No Name,Gelas Agricon,Pcs,0,1
No Name,Gelas Marshall,Pcs,0,1
No Name,Gelas Polos HS-9,Pcs,0,1
No Name,Gelas Wine,Pcs,0,1
"Sari Kresna Kimia, PT",Gemafur 3 GR 10 X 2 kg,Pack,0,10
"Sari Kresna Kimia, PT",Gemafur 3 GR 20 X 1 kg,Pack,0,20
"Sari Kresna Kimia, PT",Gemaxone 276 SL 20 ltr + 20 pack Metsul 5 gr,Pail,0,1
"Sari Kresna Kimia, PT",Gemaxone 276 SL 20 X 1 ltr + Metsul 5 gr,Btl,0,20
"Sari Kresna Kimia, PT",Gemaxone 276 SL 20 X 500 ml + Metsul 5 gr,Btl,0,20
"Sari Kresna Kimia, PT",Gemaxone 276 SL 4 X 5 ltr + Metsul 5 gr,Gal,0,4
"Sari Kresna Kimia, PT",Gemilang 110 EC 16 X 1 ltr*,Btl,421,16
"Sinar General Industries, PT",Genitop 138 SL 20 ltr,Pail,2,1
"Sinar General Industries, PT",Genitop 138 SL 20 X 1 ltr,Btl,8616,20
"Sinar General Industries, PT",Genitop 138 SL 4 X 5 ltr,Gal,122,4
"Maju Makmur Utomo, PT",GG Akar 10 X 10 X 15 ml (M2U),Pack,0,100
"Maju Makmur Utomo, PT",GG Akar 10 X 10 X 5 ml (M2U),Pack,0,100
"Maju Makmur Utomo, PT",GG Akar 100 X 5 ml (M2U),Pack,0,100
"Maju Makmur Utomo, PT",GG Akar 50 X 100 ml (M2U) (Sample),Btl,0,50
"Maju Makmur Utomo, PT",GG Akar 50 X 100 ml (M2U)*,Btl,515,50
"Maju Makmur Utomo, PT",GG Akar 70 X 15 ml (M2U),Pack,864,70
"Maju Makmur Utomo, PT",GG Akar 80 X 5 ml (M2U),Pack,0,80
"Maju Makmur Utomo, PT",GG Akar 80 X 5 ml + Brosur (M2U),Pack,4510,80
"Maju Makmur Utomo, PT",GG Amino 15 X 500 ml (M2U),Btl,0,15
"Maju Makmur Utomo, PT",GG Amino 30 X 500 ml (M2U),Btl,1120,30
"Maju Makmur Utomo, PT",GG Amino 50 X 50 ml M2U (Sample),Btl,0,50
"Maju Makmur Utomo, PT",GG Bunga 10 X 10 X 15 ml (M2U),Btl,706,100
"Maju Makmur Utomo, PT",GG Bunga 10 X 10 X 15 ml (M2U),Pack,706,100
"Maju Makmur Utomo, PT",GG Bunga 10 X 10 X 15 ml (Sampel),Btl,0,100
"Maju Makmur Utomo, PT",GG Bunga 50 X 100 ml*,Btl,296,50
"Maju Makmur Utomo, PT",GG Bunga 50 X 50 ml M2U (Sample),Btl,0,50
"Maju Makmur Utomo, PT",GG Cuaca 50 X 100 ml (M2U)*,Btl,34,50
"Maju Makmur Utomo, PT",GG Daun 50 X 100 ml (M2U)*,Btl,139,50
"Sari Kresna Kimia, PT",Gibas 240 SL 20 ltr*,Pail,35,1
"Sari Kresna Kimia, PT",Gibas 240 SL 20 X 1 ltr*,Btl,3338,20
"Sari Kresna Kimia, PT",Gibas 240 SL 4 X 5 ltr*,Gal,397,4
"Nufarm Indonesia, PT",Gibgro 10 SP 25 X 40 X 1 gr,Pack,17200,1000
"Nufarm Indonesia, PT",Gibgro 20 T 10 X 10 X 5 gr,Pack,0,100
"Nufarm Indonesia, PT",Gibgro 20 T 25 X 10 X 5 gr,Pack,1155,250
"Sarana Tani Makmur, CV",Gibraz 20/125 OD 100 X 80 ml*,Btl,1801,100
sarana promosi,Gibraz 20/125 OD 100 X 80 ml*,Btl,0,100
"Sarana Tani Makmur, CV",Gibraz 20/125 OD 25 X 400 ml*,Btl,800,25
"Sarana Tani Makmur, CV",Gibraz 20/125 OD 50 X 200 ml*,Btl,2418,1
sarana promosi,Gibraz 20/125 OD 50 X 200 ml*,Btl,0,1
"Jawa Agrindo Internasional, PT",Glifasco 530 SL 20 ltr,Pail,0,1
"Jawa Agrindo Internasional, PT",Glifasco 530 SL 20 X 1 ltr,Btl,4628,20
"Jawa Agrindo Internasional, PT",Glifasco 530 SL 20 X 1 ltr + 1 pack Resicore 5 gr,Btl,0,20
"Jawa Agrindo Internasional, PT",Glifasco 530 SL 4 X 5 ltr,Gal,0,4
"Jawa Agrindo Internasional, PT",Glifasco 530 SL 4 X 5 ltr + 1 pack Resicore 25 gr,Gal,0,4
"Nufarm Indonesia, PT",Glove 240 EC 20 X 500 ml,Btl,508,20
"Nufarm Indonesia, PT",Glove 240 EC 40 X 250 ml*,Btl,1095,40
"Nufarm Indonesia, PT",Glove 240 EC 50 X 100 ml*,Btl,9312,50
"Adil Makmur Fajar, PT",Glufa 200 SL 20 X 1 ltr,Btl,2160,20
"Indotani Subur Cemerlang, CV",Glufostar 1 ltr (Sample),Btl,0,1
"Indotani Subur Cemerlang, CV",Glufostar 500 ml (Sample),Btl,0,1
"Indotani Subur Cemerlang, CV",Glufostar 80 X 150 ml (Sample),Btl,0,80
"Centa Brasindo Abadi, PT",Glykill 480 SL 20 X 1 ltr*,Btl,1445,20
"Dow Agro Sciences Ind, PT",Goal 240 EC 50 X 100 ml,Btl,0,50
"Saprotan Utama Nusantara, PT",Goal 240 EC 50 X 100 ml + kaos,Btl,27533,50
"Sanitas, PT",Gold Star 250 EC 40 X 250 ml,Btl,39,40
"Wahana Pundhi Karsa Abadi, PT",Gold Stick 20 X 1 ltr*,Btl,80,20
"Wahana Pundhi Karsa Abadi, PT",Gold Stick 30 X 500 ml*,Btl,301,30
"Asiana Chemicalindo Lestari, PT",Golden Star 100/300 SL 20 X 1 ltr*,Btl,1474,20
"Ragam Mandiri, PT",Goldwet 20 X 500 ml,Btl,0,20
"Java Karlos Indonesia, PT",Goodie Bag Nakula Alegro Kecil,Pcs,0,1
"Johnny Jaya Makmur, PT",Granat 25 EC 80 Ml,Pcs,0,1
"Tiga Muara Emas Makmur, PT",Grandally 25 WP 25 gr,Pack,25310,1
"Tiga Muara Emas Makmur, PT",Grandally 25 WP 5 gr,Pack,39050,1
"Sari Kresna Kimia, PT",Grasso 480 SL 20 ltr,Gal,45,1
"Sari Kresna Kimia, PT",Grasso 480 SL 20 X 1 ltr,Btl,21162,20
"Sari Kresna Kimia, PT",Grasso 480 SL 4 X 5 ltr,Gal,323,4
"Alfa Beta Agrochemical, PT",Greenforce 12 X 1 ltr*,Btl,3313,12
"Alfa Beta Agrochemical, PT",Greenforce 80 X 30 ml*,Pack,6140,80
"Dharma Ayu Tani, PT",Greentop 20 X 1 ltr*,Btl,0,20
"Dharma Ayu Tani, PT",Greentop 6 X 5 ltr*,Gal,0,6
"Utomo Utomo, PT","Gunting Gland 7"" Lady Pruner 05-219 12 X 1 pcs",Pcs,51,12
"Utomo Utomo, PT","Gunting Gland 8"" Bypass Pruner ,05-203 10 X 10 X 1 pcs",Pcs,17,100
"Utomo Utomo, PT",GW Magicgro G6 12 X 1 ltr*,Btl,428,12
"Utomo Utomo, PT",GW Magicgro G6 48 X 248 ml*,Btl,925,48
"Utomo Utomo, PT",GW Sanilan 12 X 998 ml,Btl,21,12
"Utomo Utomo, PT",GW Vit B1+B6 100 X 100 ml*,Btl,2893,100
"Utomo Utomo, PT",GW Vit B1+B6 12 X 1 ltr*,Btl,68,12
"Utomo Utomo, PT",GW Vit B1+B6 24 X 500 ml*,Btl,599,24
"Utomo Utomo, PT",GW Vit B1+B6 50 X 200 ml*,Btl,0,50
"Utomo Utomo, PT",GW Vit B1+B6 50 X 250 ml,Btl,2317,50
"Utomo Utomo, PT",GW Vit B1+B6 56 X 200 ml*,Btl,0,56
sarana promosi,Handphone Samsung Galaxy S23,Pcs,0,1
"Star Metal Ware Industry, PT",Handstarter Star Metal,Pcs,11,1
No Name,Handuk BASF,Pcs,0,1
"Mitra Tani Abadi Jaya, CV",Hara Garuda 20 X 1 kg*,Pack,720,20
"Agroiris Crop Protection Indonesia, PT",Herole 240 SC 48 X 250 ml*,Btl,1193,48
"Tunas Harapan Murni, PT",Herozeb 80 WP 10 X 1 kg*,Pack,0,10
"Sinar General Industries, PT",Hexacar 100 SC 100 X 100 ml*,Btl,3958,100
"Sinar General Industries, PT",Hexacar 100 SC 20 X 1 ltr*,Btl,202,20
sarana promosi,Hexacar 100 SC 20 X 1 ltr*,Btl,0,20
"Sinar General Industries, PT",Hexacar 100 SC 25 X 500 ml*,Btl,457,25
"Sinar General Industries, PT",Hexacar 100 SC 40 X 250 ml*,Btl,283,40
"Excel Meg Indo, PT",Hexagold 75 WP 25 X 400 gr*,Pack,193,25
"Excel Meg Indo, PT",Hexagold 75 WP 50 X 100 gr*,Pack,285,50
"Centa Brasindo Abadi, PT",Hidrofur 3 G 10 X 2 kg*,Pack,0,10
"Mitra Tani Abadi Jaya, CV",Hijau 250 ml,Btl,4,1
"Indofert Subur Utama, PT",HiPro Series 13-7-10 Powder 250 gr (Sample),Pcs,8,1
"Indofert Subur Utama, PT",HiPro Series 13-7-10 Powder 40 X 250 gr*,Pack,0,40
"Indofert Subur Utama, PT",HiPro Series 13-7-10 Tablet 1 kg (Sample),Pack,0,1
"Sari Kresna Kimia, PT",Hokky 30 EC 16 X 1 ltr*,Btl,0,16
"Sari Kresna Kimia, PT",Hokky 30 EC 20 X 400 ml*,Btl,1335,20
sarana promosi,Honda Brio Satya,Pack,0,1
"Tunas Harapan Murni, PT",Hotshot 200 EC 15 X 1 ltr*,Btl,0,15
"Tunas Harapan Murni, PT",Hotshot 200 EC 20 X 500 ml*,Btl,0,20
sarana promosi,HP Oppo A58 8/128 Hijau,Pcs,0,1
sarana promosi,Huang Mi F8 Note 3/16GB,Pcs,0,1
Pilarquim Agro Science Indonesia,I-Aba SP 250 ml (Sample),Btl,3,1
Pilarquim Agro Science Indonesia,I-Lu Tol 100ml (Sample),Btl,4,1
Pilarquim Agro Science Indonesia,I-Sad 250 ml (Sample),Btl,3,1
"Utomo Utomo, PT",Icemut 0.25 GR 4 X 25 X 20 gr*,Pack,0,100
"Utomo Utomo, PT",Icemut 0.25 GR 5 X 108 X 20 gr*,Pack,0,540
"Syngenta Indonesia, PT",Icon 25 EC (NDK) 10 X 1 ltr,Btl,0,10
"Agro Natural Technology, PT",Ijokabe 12 X 25 X 20 ml*,Btl,17443,300
"Behn Meyer AgriCare, PT",Impetus 10-6-25 + MgO + B2O3 10 X 5 kg*,Pack,740,10
"Behn Meyer AgriCare, PT",Impetus 10-6-25 + MgO + B2O3 50 kg*,Zak,325,1
sarana promosi,Imuno 20 x 250 ml,Btl,0,1
sarana promosi,Inari 37.5/35 WP 20 X 200 gr,Pcs,0,20
"Sarana Tani Indonesia Makmur, PT",Indoban 250 EC 20 X 250 ml*,Btl,480,20
"FMC Agricultural Manufacturing, PT",Infinito 687.5 SC 24 X 250 ml,Btl,0,24
"BASF Indonesia, PT",Insure Max 510 FS 100 X 25 ml,Btl,175899,100
"BASF Distribution Indonesia, PT",Insure Max 510 FS 200 ltr,Drum,0,1
sarana promosi,Inter Spreading 50 X 20 X 5 gr,Pcs,0,1000
No Name,Inter Spreading 50 X 20 X 5 gr,Pack,0,1000
sarana promosi,Inter Spreading 50 X 20 X 5 gr,Pack,0,1000
"Inter Agro Indonesia, PT",Intergan 550 SC 20 X 500 ml,Btl,119,20
"Inter Agro Indonesia, PT",Intershot 10/50 OD 20 X 500 ml*,Btl,115,20
"Inter Agro Indonesia, PT",Intershot 10/50 OD 40 X 250 ml*,Btl,355,40
"Star Metal Ware Industry, PT",Isi Staples Alat Pengikat Tanaman Yoto 10 X 1 pack*,Pack,202,10
sarana promosi,Jagung ADV 132 20 X 1 kg,Pcs,0,20
"Advanta Seeds Indonesia, PT",Jagung ADV 132 20 X 1 kg,Pack,0,20
"Advanta Seeds Indonesia, PT",Jagung ADV 777 20 X 1 kg (NL),Pack,14,20
"Advanta Seeds Indonesia, PT",Jagung ADV Jago 20 X 1 kg,Pack,0,20
sarana promosi,Jagung Bisi 18 20 X 1 kg,Pcs,0,20
"Bisi International, Tbk",Jagung Bisi 18 20 X 1 kg,Pack,0,20
sarana promosi,Jagung Bisi 18 20 X 1 kg (+Kaos),Pcs,0,20
"Bisi International, Tbk",Jagung Bisi 18 20 X 1 kg (+Kaos),Pack,214297,20
"Bisi International, Tbk",Jagung Bisi 2 20 X 1 kg,Pack,1300,20
"Bisi International, Tbk",Jagung Bisi 220 20 X 1 kg,Pack,0,20
"Bisi International, Tbk",Jagung Bisi 228 20 X 1 kg,Pack,0,20
"Bisi International, Tbk",Jagung Bisi 321 20 X 1 kg,Pack,237,20
sarana promosi,Jagung Bisi 321 20 X 1 kg (+Kaos),Pcs,0,20
"Bisi International, Tbk",Jagung Bisi 321 20 X 1 kg (+Kaos),Pack,2820,20
"Sumber Makmur Agrikultur Indonesia, PT",Jagung Bisi 322 20 X 1 kg,Pack,0,20
sarana promosi,Jagung Bisi 77 20 X 1 kg*,Pcs,0,20
"Bisi International, Tbk",Jagung Bisi 77 20 X 1 kg*,Pack,0,20
"Bisi International, Tbk",Jagung Bisi 816 20 X 1 kg,Pack,0,20
"Bisi International, Tbk",Jagung Bisi 959 20 X 1 kg + Kaos*,Pack,11000,20
"Bisi International, Tbk",Jagung Bisi 959 20 X 1 kg*,Pcs,11021,20
"Bisi International, Tbk",Jagung Bisi 959 20 X 1 kg*,Pack,11021,20
"Bisi International, Tbk",Jagung Bisi 959 40 X 500 gr ( sampel ),Pack,0,40
"Bisi International, Tbk",Jagung Bisi 959 40 X 500 gr (Sample),Pcs,224,40
sarana promosi,Jagung DK 771 20 X 1 kg (Bayer),Pcs,0,20
"Bayer Indonesia, PT",Jagung DK 771 20 X 1 kg (Bayer),Pack,6,20
"Bayer Indonesia, PT",Jagung DK 9209C 20 X 1 kg (Bayer),Pack,9841,20
"Bayer Indonesia, PT",Jagung DK 95R 20 X 1 kg,Pack,0,20
"Forum Agro Sukses Timur, PT",Jagung Impegno 369 20 X 1 kg,Pack,0,20
sarana promosi,Jagung Janger 1 Kg (Sample),Pcs,0,1
sarana promosi,Jagung Janger 29 20 X 1 kg,Pcs,0,20
"Surya Kencana Agrifarm, CV",Jagung Janger 29 20 X 1 kg,Pack,85,20
sarana promosi,Jagung Janger Nasa 29 20 X 1 Kg (Sample),Pcs,0,20
"Maju Makmur Utomo, PT",Jagung Makmur 1 250 gr (Sample),Pack,0,1
"Agri Makmur Pertiwi, PT",Jagung Manis Exsotic 40 X 250 gr,Pack,330,40
"Bisi International, Tbk",Jagung Manis Fresty 40 X 250 gr,Pack,0,40
"Bisi International, Tbk",Jagung Manis Golden Boy 10 X 1 kg,Pack,470,10
"Bisi International, Tbk",Jagung Manis Golden Boy 20 X 500 gr,Pack,908,20
"Bisi International, Tbk",Jagung Manis Golden Boy 40 X 250 gr,Pack,892,40
"Advanta Seeds Indonesia, PT",Jagung Manis Madu-59 F1 15 X 250 gr*,Pack,0,15
"Advanta Seeds Indonesia, PT",Jagung Manis Madu-59 F1 20 X 250 gr*,Pack,0,20
sarana promosi,Jagung Manis Madu-59 F1 20 X 250 gr*,Pack,0,20
"Bisi International, Tbk",Jagung Manis Master Sweet 45 20 X 500 gr,Pack,1033,20
"Bisi International, Tbk",Jagung Manis Master Sweet 45 40 X 250 gr,Pack,728,40
"Agri Makmur Pertiwi, PT",Jagung Manis Panglima 40 X 1750 seed,Pack,3999,40
sarana promosi,Jagung Manis Sweet Lady 27 20 X 500 gr,Pcs,0,20
"Bisi International, Tbk",Jagung Manis Sweet Lady 27 20 X 500 gr,Pack,1138,20
"Syngenta Seed, PT",Jagung NK 212 20 X 1 kg,Pack,62680,20
"Syngenta Seed, PT",Jagung NK 212 BTGT 20 X 1 kg,Pack,10600,20
"Syngenta Seed, PT",Jagung NK 7202 20 X 1 kg,Pack,0,20
"Syngenta Seed, PT",Jagung NK 7328 20 X 1 kg,Pack,50780,20
"Syngenta Seed, PT",Jagung NK 7328 BTGT 20 X 1 kg,Pack,900,20
"Dupont Agricultural Product Indonesia, PT",Jagung P27 Gajah 20 X 1 kg,Pack,3845,20
"Corteva Agriscience Seeds Indonesia, PT",Jagung P40 Famili 20 X 1 kg,Pack,0,20
sarana promosi,Jagung Pertiwi 3 20 X 1 kg,Pcs,0,20
"Agri Makmur Pertiwi, PT",Jagung Pertiwi 3 20 X 1 kg,Pack,0,20
"Agri Makmur Pertiwi, PT",Jagung Pertiwi 6 20 X 1 kg,Pack,4842,20
"Advanta Seeds Indonesia, PT",Jagung Pulut Lilac 22 F1 15 X 250 gr,Pack,0,15
sarana promosi,Jagung Q-235 10 X 1 Kg*,Pcs,0,10
"Crindo Satria Agro, CV",Jagung Q-235 10 X 1 Kg*,Pack,23165,10
"Restu Agropro Jayamas, PT",Jagung Raja R7 Gold 10 X 1 kg,Pack,343,10
No Name,Jaket Bactocyn,Pcs,0,1
"Java Karlos Indonesia, PT",Jaket Java Karlos,Pcs,27,1
No Name,Jaket JJM ( Sortie ),Pcs,0,1
No Name,Jaket Shadow,Pcs,0,1
No Name,Jaket Syngenta ( Cruiser ),Pcs,0,1
sarana promosi,Jam Dinding,Pcs,0,1
No Name,Jam Dinding Bactocyn,Pcs,0,1
"Mirado Abadi, PT",Jam Dinding Mirado MQ 8505 SL,Pcs,213,1
"Mirado Abadi, PT",Jam Dinding Mirado MQ 8867 SL,Pcs,36,1
"Mirado Abadi, PT",Jam Dinding Mirado MQ 8877 SL,Pcs,70,1
No Name,Jam Dinding Syngenta,Pcs,0,1
"Maju Makmur Utomo, PT",Japra 400 SE 30 X 500 ml (M2U)+2 pcs Borer*,Btl,1080,30
"Maju Makmur Utomo, PT",Japra 400 SE 50 X 250 ml (M2U)+1 pcs Borer*,Btl,650,50
"Widjaya, UD",Jet Stik Sprayer,Pcs,8,1
"Excel Meg Indo, PT",Joker 75 SP 50 X 100 gr,Pack,0,50
"Semi, CV",Kac. Hijau Vima 1 25 X 1 kg*,Pack,0,25
"Benih Citra Asia, PT",Kac. Panj. Katrina 30 X 500 gr,Pack,0,30
"Benih Citra Asia, PT",Kac. Panj. Panzer 30 X 500 gr,Pack,0,30
"Bisi International, Tbk",Kac. Panj. Persada 355 20 X 6 X 50 gr,Pack,0,120
"Bisi International, Tbk",Kac. Panj. Persada 355 40 X 500 gr,Pack,0,40
No Name,Kalender Bali,Pcs,0,1
sarana promosi,Kalender Bisi,Pcs,0,1
sarana promosi,Kalender Bulanan ALSHID,Pcs,0,1
sarana promosi,Kalender Dinding Java Karlos,Pcs,0,1
sarana promosi,Kalender Dinding Sari Kresna,Pcs,0,1
sarana promosi,Kalender Dinding SGI,Pcs,0,1
sarana promosi,Kalender Dinding SMAI,Pcs,0,1
sarana promosi,Kalender Duduk JAI,Pcs,0,1
sarana promosi,Kalender Duduk Java Karlos,Pcs,0,1
sarana promosi,Kalender Duduk Star Metal,Pcs,0,1
sarana promosi,Kalender Harian ALSHID,Pcs,0,1
No Name,Kalender Harian China,Pcs,0,1
sarana promosi,Kalender Meja SGI,Pcs,0,1
"Agro Guna Makmur, PT",Kaliandra 482 EC 10 X 1 ltr (AGM)*,Btl,1033,10
"Agro Guna Makmur, PT",Kaliandra 482 EC 20 X 400 ml (AGM)*,Btl,3,20
"Agro Guna Makmur, PT",Kaliandra 482 EC 40 X 200 ml (AGM)*,Btl,553,40
"Agro Guna Makmur, PT",Kaliandra 482 EC 50 X 80 ml (AGM)*,Btl,7833,50
sarana promosi,Kamem,Pcs,0,1
