nm_suplier,nm_barang,satuan,qty,dimensi
 PT.Johnny Jaya Makmur,Neptune 25 WP 50 x 50 gr*,Pack,0,50
 CV.Lestari Inti Agro,Neshoga 10 X 4 X 25 X 3 ml (S)*,Sach,11364,1000
 CV.Lestari Inti Agro,Neshoga 4 X 75 X 25 ml*,Btl,0,300
 PT.Maju Makmur Utomo,New Felo 02 30-10-10 30 X 500 gr,Pack,550,30
 PT.Maju Makmur Utomo,New Felo 03 15-30-15 30 X 500 gr,Pack,605,30
 PT.Maju Makmur Utomo,New Felo 05 15-10-30 30 X 500 gr,Pack,577,30
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,New Naptalin (Sample),Btl,1,1
 PT.Pupuk Kujang,Nitrea Kujang 4 X 5 kg*,Pack,0,4
sarana.promosi,Nokia 150 TA-1235DS New,Pcs,0,1
sarana.promosi,Nokia 210,Pcs,0,1
sarana.promosi,Nokia 5310,Pcs,0,1
 PT.Imta Sukses Abadi,Nosel N-02,Pcs,10,1
 PT.Imta Sukses Abadi,Nosel N-06,Pcs,10,1
 PT.Imta Sukses Abadi,Nosel N-07,Pcs,10,1
 PT.Imta Sukses Abadi,Nosel Tutup KSB 365,Pcs,1355,1
 PT.Imta Sukses Abadi,Nosel Tutup KSK 235,Pcs,1831,1
 PT.Jawa Agrindo Internasional,Nostro 440 EC 20 X 500 ml ( label hijau )*,Btl,7,20
 PT.Jawa Agrindo Internasional,Nostro 440 EC 20 X 500 ml (label biru)*,Btl,10,20
sarana.promosi,Nostro 440 EC 20 X 500 ml (label biru)*,Btl,0,20
 PT.Jawa Agrindo Internasional,Nostro 440 EC 40 X 250 ml ( label hijau )*,Btl,30,40
 PT.Jawa Agrindo Internasional,Nostro 440 EC 40 X 250 ml (label biru)*,Btl,107,40
sarana.promosi,Nostro 440 EC 40 X 250 ml (label biru)*,Btl,0,40
 PT.Jawa Agrindo Internasional,Nostro 440 EC 50 X 100 ml (label biru)*,Btl,0,50
sarana.promosi,Note Book Lenovo,Pcs,0,1
sarana.promosi,Notebook Acer N100,Pack,0,1
 PT.Tanindo Intertraco,Noxone 276 SL 20 X 1 ltr,Btl,2580,20
 PT.Tanindo Intertraco,Noxone 276 SL 4 X 5 ltr,Gal,0,4
 PT.Tanindo Intertraco,Noxone Mix 255 SL 20 ltr,Pail,0,1
 PT.Tanindo Intertraco,Noxone Mix 255 SL 20 X 1 ltr,Btl,0,20
 PT.Tanindo Intertraco,Noxone Mix 255 SL 4 X 5 ltr,Gal,0,4
 PT.Star Metal Ware Industry,"Nozzle YT 4L, 5L, 7L & 9L",Pcs,1160,1
 PT.Multidaya Putra Sejahtera,NPK 12-12-17 MPS 25 kg,Zak,219,1
 PT.Multidaya Putra Sejahtera,NPK 12-12-17 MPS 25 kg (Sample),Zak,0,1
 PT.Saprotan Utama Nusantara,NPK 15-10-22 Magnum 50 kg,Zak,60,1
 PT.Multidaya Putra Sejahtera,NPK 16.16.16+2 MPS 5 X 5 kg*,Pack,0,5
 PT.Multidaya Putra Sejahtera,NPK 16.16.16+2 MPS 50 kg*,Zak,82,1
 PT.Multidaya Putra Sejahtera,NPK 16.16.16+2 MPS 6 X 5 kg*,Pack,0,6
 PT.Multidaya Putra Sejahtera,NPK 17-17-17 MPS 20 kg,Zak,76,1
 PT.Kertopaten Kencana,NPK Boost 324 10 X 5 kg,Pack,0,10
 PT.Kertopaten Kencana,NPK Boost 324 20 X 1 kg,Pack,0,20
 PT.Kertopaten Kencana,NPK Boost 324 50 kg,Zak,0,1
 PT.Kertopaten Kencana,NPK Cap Tawon 16-16-16 + Boron 20 X 1 kg,Pack,0,20
 PT.Kertopaten Kencana,NPK Cap Tawon 16-16-16 + Boron 50 kg,Zak,0,1
 PT.Kertopaten Kencana,NPK Cap Tawon 16-16-16 10 X 5 kg,Pack,0,10
 PT.Kertopaten Kencana,NPK Cap Tawon 16-16-16 20 X 1 kg,Pack,0,20
 PT.Kertopaten Kencana,NPK Cap Tawon 16-16-16 50 kg,Zak,0,1
 PT.Kertopaten Kencana,NPK Cap Tawon 16-16-16 Zinc 10 X 5 kg,Pack,0,10
 PT..Pijar Nusa Pasifik,NPK Dinar 15-9-20 25 kg,Zak,1,1
 PT.Sentana Adidaya Pratama,NPK Mahkota 16.16.16 Kirana 50 kg,Zak,0,1
 PT.Multi Sarana Indotani,NPK Multi K-P 20 X 1 kg,Pack,1600,20
 PT.Multidaya Putra Sejahtera,NPK Multidaya 10-10-10 20 kg*,Zak,165,1
 PT.Multidaya Putra Sejahtera,NPK Multidaya 10-10-10 50 kg*,Zak,0,1
 PT.Multidaya Putra Sejahtera,NPK Multidaya 12-12-17 50 kg*,Zak,0,1
 PT.Behn Meyer AgriCare,NPK Novatec 12-12-17 25 kg*,Zak,346,1
 PT.Behn Meyer AgriCare,NPK Novatec 12-12-17 5 X 5 kg*,Pack,810,5
 PT.Behn Meyer AgriCare,NPK Novatec 12-8-16 25 kg*,Zak,0,1
 PT.Saprotan Utama Nusantara,NPK P Tani 16-16-16 Biru 50 kg,Zak,0,1
 PT.Pupuk Kaltim,NPK Pelangi 20-10-10 10 X 5 kg,Pack,3,10
 PT.Pupuk Kaltim,NPK Pelangi 20-10-10 50 kg,Zak,1,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 25 kg*,Zak,29,1
sarana.promosi,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 5 kg (Sample),Pcs,0,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 50 kg,Zak,35,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 50 kg (Sample),Zak,0,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 500gr (Sample),Pack,50,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 8 X 5 kg,Pack,0,8
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 13-6-27-4+TE Booster (Hijau) NPG 8 X 5 kg*,Pack,365,8
sarana.promosi,NPK SiNutriHS 16-16-16+TE (Biru) 5 kg (Sample),Pcs,0,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 16-16-16+TE (Biru) NPG 25 kg,Zak,0,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 16-16-16+TE (Biru) NPG 25 kg*,Zak,84,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 16-16-16+TE (Biru) NPG 50 kg,Zak,71,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 16-16-16+TE (Biru) NPG 500gr (Sample),Pack,30,1
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 16-16-16+TE (Biru) NPG 8 X 5 kg,Pack,0,8
 PT..Nusa Palapa Gemilang,NPK SiNutriHS 16-16-16+TE (Biru) NPG 8 X 5 kg*,Pack,751,8
 PT.Sinar General Industries,Nuclear 240 SL 20 X 1 ltr,Btl,0,20
 PT.Sinar General Industries,Nuclear 240 SL 4 X 5 ltr,Gal,0,4
 PT.Nufarm Indonesia,Numectin 20 EC 15 X 1 ltr*,Btl,1044,15
 PT.Royal Agro Indonesia,Odeon 75 WP 16 X 500 gr,Pack,0,16
 PT.Prima Karya Berjaya,Omni-Net 40 SP 100 X 100 gr,Pack,980,100
 PT.Prima Karya Berjaya,Omni-Net 40 SP 20 X 400 gr,Pack,600,20
 PT.Prima Karya Berjaya,Omni-Net 40 SP 50 X 200 gr,Pack,490,50
 PT.Sinar General Industries,One Up 480 SL 20 X 1 ltr,Btl,0,20
 PT.Sinar General Industries,One Up 480 SL 4 X 5 ltr,Gal,0,4
 PT.Maju Makmur Utomo,Oplosan 550/60 EC 10 X 800 ml,Btl,382,10
 PT.Maju Makmur Utomo,Oplosan 550/60 EC 20 X 400 ml,Btl,1900,20
 PT.Maju Makmur Utomo,Oplosan 550/60 EC 40 X 200 ml,Btl,1527,40
 PT.Maju Makmur Utomo,Oplosan 550/60 EC 50 X 80 ml,Btl,1447,50
 PT.Asiana Chemicalindo Lestari,Orca 480 SL 20 ltr,Pail,4,1
 PT.Asiana Chemicalindo Lestari,Orca 480 SL 20 X 1 ltr,Btl,503,20
 PT.Asiana Chemicalindo Lestari,Orca 480 SL 4 X 5 ltr,Btl,97,4
 PT.Syngenta Indonesia,Orondis Opti 6/400 SC 20 X 500 ml,Btl,6137,20
 PT.Kalatham,Osmocote Dekastar Buah 6-13-25 24 X 500 gr*,Pack,1697,24
 PT.Kalatham,Osmocote Dekastar Buah 6-13-25 40 X 100 gr*,Pack,1400,40
 PT.Kalatham,Osmocote Dekastar Daun 17-11-10 24 X 500 gr*,Pack,0,24
 PT.Kalatham,Osmocote Dekastar Daun 17-11-10 40 X 100 gr*,Pack,0,40
 PT.Kalatham,Osmocote Dekastar Imbang 13-13-13 24 X 500 gr*,Pack,522,24
 PT.Kalatham,Osmocote Dekastar Imbang 13-13-13 40 X 100 gr*,Pack,1468,40
 Tbk.Bisi International,Oyong Ezensa 20 X 12 X 10 gr,Pack,0,240
 PT.Benih Citra Asia,Oyong Hanoman 12 X 15 X 10 gr*,Pack,468,180
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Paclo 15 WP 16 X 5 X 100 gr*,Pack,3100,80
 Tbk.Bisi International,Padi Ciherang 8 X 5 kg,Pack,92,8
 PT.Nusantara Pertanian Indonesia,Padi Hibrida Bridantara 8 20 X 1 kg,Pack,180,20
 Tbk.Bisi International,Padi Hibrida Sridewi 20 X 1 kg,Pack,616,20
 PT.Agri Makmur Pertiwi,Padi Inpari-32 8 X 5 kg,Pack,0,8
 PT.Agri Makmur Pertiwi,Padi Inpari-42 8 X 5 kg,Pack,0,8
 Tbk.Bisi International,Padi Intani 602 20 X 1 kg*,Pack,0,20
sarana.promosi,Padi Janger Ciherang 4 X 5 kg (tidak dipakai),Pcs,0,4
 CV.Surya Kencana Agrifarm,Padi Janger Ciherang 4 X 5 kg*,Pack,0,4
sarana.promosi,Padi Janger Inpari-32 4 X 5 kg (tidak dipakai),Pcs,0,1
sarana.promosi,Padi Janger Inpari-32 4 X 5 kg*,Pcs,0,4
 CV.Surya Kencana Agrifarm,Padi Janger Inpari-32 4 X 5 kg*,Pack,1060,4
 CV.Surya Kencana Agrifarm,Padi Janger Logawa 4 X 5 kg*,Pack,312,4
 CV.Semi,Padi Pahisa 01 20 X 1 kg,Pack,0,20
sarana.promosi,Padi Pahisa 01 200 gr,Pcs,0,1
 CV.Restu Tani,Padi Q-989 Cakrabuana 4 X 5 kg,Pack,0,4
 CV.Restu Tani,Padi Q-989 Cibogo 4 X 5 kg*,Pack,0,4
 CV.Restu Tani,Padi Q-989 Ciherang 4 X 5 kg*,Pack,2,4
 CV.Restu Tani,Padi Q-989 Inpari 32 4 X 5 kg*,Pack,992,4
 CV.Restu Tani,Padi Q-989 Inpari 33 4 X 5 kg*,Pack,0,4
 CV.Restu Tani,Padi Q-989 Inpari 42 4 X 5 kg*,Pack,1,4
 CV.Restu Tani,Padi Q-989 Inpari 43 4 X 5 kg,Pack,0,4
 CV.Restu Tani,Padi Q-989 Inpari 49 4 X 5 kg*,Pack,728,4
 CV.Restu Tani,Padi Q-989 IR 64 4 X 5 kg*,Pack,0,4
 CV.Restu Tani,Padi Q-989 Logawa 4 X 5 kg*,Pack,1158,4
 CV.Restu Tani,Padi Q-989 Mantap 4 X 5 kg,Pack,0,4
 CV.Restu Tani,Padi Q-989 Mekongga 4 X 5 kg*,Pack,0,4
 CV.Restu Tani,Padi Q-989 Situbagendit 4 X 5 kg*,Pack,0,4
 CV.Restu Tani,Padi Q-989 Sunggal 4 X 5 kg,Pack,0,4
 CV.Restu Tani,Padi Q-989 Way Apu 4 X 5 kg,Pack,0,4
sarana.promosi,Paket Ampuh Ken-Mida 12/50 EC 250 ml + Kenmectin 39 EC 250 ml 24 X 1 paket,Pcs,0,24
 PT.Kenso Indonesia,Paket Ampuh Ken-Mida 12/50 EC 250 ml + Kenmectin 39 EC 250 ml 24 X 1 paket,Btl,1239,24
 PT.Tanindo Intertraco,Paket Anti Gulma 10 X 500 ml,Btl,0,10
 PT.Tanindo Intertraco,Paket Anti Gulma 12 X 500 ml,Btl,662,12
 PT.Tanindo Intertraco,Paket Anti Gulma 20 X 250 ml,Btl,695,20
 PT.Kenso Indonesia,Paket Booster Kendizol 250 ml + Aviore 100 ml 24 X 1 Paket,Btl,148,24
 PT.BASF Indonesia,Paket Convey 336 SC 10 X 40 ml,Btl,6422,10
 PT.BASF Indonesia,Paket Convey 336 SC 20 X 20 ml,Btl,7667,20
 PT.Nufarm Indonesia,Paket Cornbelt 336 EC 20 X 50 ml,Btl,3438,20
 PT.Maju Makmur Utomo,Paket GG Akar 100 X 3 ml + Akrostar 40 WP 3 gr (Sample),Pack,0,100
 PT.Maju Makmur Utomo,Paket GG Akar 100 X 5 ml + Akrostar 40 WP 5 gr,Pack,9970,1
sarana.promosi,Paket Kaos dan Tas BrZn,Pcs,0,1
 CV.Lestari Inti Agro,Paket Naga 1 6 X 25 X 1 paket*,Paket,4420,150
 PT.Jawa Agrindo Internasional,Paket Piribac 400 SC 50 X 100 ml + Axial 200 ml*,Btl,573,50
 PT.Jawa Agrindo Internasional,Paket Piribac 400 SC 50 X 100 ml + Ferancher 200 ml*,Btl,0,50
sarana.promosi,Paket Souvenir Kue Advansia,Pcs,0,1
 PT.Asiana Chemicalindo Lestari,Panindo 10 WP 100 X 100 gr*,Pack,1273,100
 PT.Tiga Muara Emas Makmur,Papandayan 486 SL 20 ltr,Pail,62,1
 PT.Tiga Muara Emas Makmur,Papandayan 486 SL 20 X 1 ltr,Btl,3936,20
 PT.Tiga Muara Emas Makmur,Papandayan 486 SL 4 X 5 ltr,Gal,168,4
 PT.Kristalindo Karunia Internasional,Paraplus 135 SL 20 X 1 ltr,Btl,0,20
 PT.Adil Makmur Fajar,Paratop 276 SL 20 X 1 ltr,Btl,11484,20
 PT.Adil Makmur Fajar,Paratop 276 SL 20 X 500 ml,Btl,2657,20
 PT.Adil Makmur Fajar,Paratop 276 SL 4 X 5 ltr,Gal,200,4
.No Name,Parcel Paket A,Pcs,0,1
.No Name,Parcel Paket B,Pcs,0,1
.No Name,Parcel Paket C,Pcs,0,1
.No Name,Parcel Paket D,Pcs,0,1
.No Name,Parcel Paket E,Pcs,0,1
sarana.promosi,Parcel Paket Sembako,Pcs,0,1
 PT.Benih Citra Asia,Pare Datuk F1 12 X 15 X 10 gr,Pack,0,180
 PT.Benih Citra Asia,Pare Hokian 12 X 15 X 10 gr*,Pack,1176,180
 PT.Tunas Harapan Murni,Paskal 50 WP 20 X 500 gr*,Pack,327,20
 PT.Tunas Harapan Murni,Paskal 50 WP 24 X 250 gr*,Pack,967,24
 PT.Tunas Harapan Murni,Paskal 50 WP 32 X 250 gr,Btl,159,32
 PT.Tunas Harapan Murni,Paskal 50 WP 60 X 100 gr*,Pack,3051,60
 PT.Tiga Muara Emas Makmur,Passxone 276 SL 20 ltr*,Pail,241,1
 PT.Tiga Muara Emas Makmur,Passxone 276 SL 20 X 1 ltr*,Btl,3173,1
 PT.Tiga Muara Emas Makmur,Passxone 276 SL 4 X 5 ltr*,Gal,276,4
 PT.Java Karlos Indonesia,Payung Java Karlos,Pcs,33,1
.No Name,Payung Lipat,Pcs,0,1
sarana.promosi,PC AMD ACER,Pcs,0,1
 PT.Syngenta Indonesia,Pegasus 500 SC 50 X 80 ml,Btl,23851,50
 PT.Imta Sukses Abadi,Pelatuk S-04,Pcs,9,1
 CV.Sarana Tani Makmur,Pelatuk/Trigger,Pcs,15,1
 PT.Tunas Harapan Murni,Pelle 50 EC 15 X 1 ltr*,Btl,0,15
 PT.Tunas Harapan Murni,Pelle 50 EC 20 X 400 ml*,Btl,0,20
 PT.Satya Agro Indonesia,Penembus 40 X 125 ml,Btl,0,40
 PT.Satya Agro Indonesia,Penembus 50 X 125 ml,Btl,0,50
 PT.Agrotech Pesticide Industry,Penglaris 240 SL 20 ltr,Pail,0,1
 PT.Agrotech Pesticide Industry,Penglaris 240 SL 4 X 5 ltr,Gal,0,4
 PT.Prima Karya Berjaya,Penta So-Z 505 SL 20 X 1 ltr*,Btl,1934,20
 PT.Prima Karya Berjaya,Penta Up-Z 480 SL 20 ltr + 20 pack Penta-Furon 5 gr,Pail,135,1
 PT.Prima Karya Berjaya,Penta Up-Z 480 SL 20 X 1 ltr + 1 pack Penta-Furon 5 gr,Btl,7010,20
 PT.Prima Karya Berjaya,Penta Up-Z 480 SL 4 X 5 ltr + 5 pack Penta-Furon 5 gr,Gal,548,4
 PT.Prima Karya Berjaya,Penta-Furon 10 X 20 X 5 gr,Pack,0,200
.No Name,Pentagon 100 ml (Sample),Btl,74,1
.No Name,Pentagon 50 ml (Sample),Btl,48,1
 PT.Centa Brasindo Abadi,Pentazol 80 X 60 gr (Sample),Pack,80,80
 PT.Benih Citra Asia,Pepaya Adonia 40 X 1 gr,Pack,0,40
 PT.Zenith Cropsciences Indonesia,Perozin 80 WP 14 X 1 kg*,Pack,1142,14
 PT.Zenith Cropsciences Indonesia,Perozin 80 WP 15 X 400 gr*,Pack,1611,15
 PT.Zenith Cropsciences Indonesia,Perozin 80 WP 60 X 150 gr*,Pack,2933,60
 PT.Petrokimia Kayaku,Petrogenol 800 L 20 X 20 X 5 ml,Btl,78440,400
 PT.Petrokimia Kayaku,Petrokum 0.005 BB 20 X 10 X 100 gr,Pack,94211,200
 PT.Dupont Agricultural Product Indonesia,Pexalon 106 SC 24 X 240 ml,Btl,0,24
 PT.Dupont Agricultural Product Indonesia,Pexalon 106 SC 30 X 100 ml,Btl,0,30
 PT.Dupont Agricultural Product Indonesia,Pexalon 106 SC 50 X 100 ml,Btl,422,50
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Phenol (Sample),Btl,3,1
 CV.Saprotan Utama,Phosgrow 50 kg,Zak,0,1
 PT.Catur Agrodaya Mandiri,Phosthene 97 WG 100 X 100 gr,Pack,680,100
 PT.Centa Brasindo Abadi,Pilar Up 480 SL 20 ltr,Pail,0,1
 PT.Centa Brasindo Abadi,Pilar Up 480 SL 20 X 1 ltr,Btl,0,20
 PT.Centa Brasindo Abadi,Pilar Up 480 SL 4 X 5 ltr,Gal,0,4
 PT.Centa Brasindo Abadi,Pilly 25 WP 20 gr,Pack,105,1
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 15 X 1 ltr (Logo Protego)*,Btl,0,15
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 15 X 1 ltr*,Btl,219,15
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 20 X 1 ltr (Hitam),Btl,989,20
sarana.promosi,Pinamec 20 EC 20 X 1 ltr (Hitam),Btl,0,20
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 20 X 500 ml (Hitam),Btl,431,20
sarana.promosi,Pinamec 20 EC 20 X 500 ml (Hitam),Btl,0,20
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 20 X 500 ml (Logo Protego)*,Btl,0,20
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 20 X 500 ml*,Btl,431,20
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 40 X 250 ml (Hitam),Btl,1055,40
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 40 X 250 ml*,Btl,1055,40
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 50 X 100 ml (Hitam),Btl,1440,50
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 50 X 100 ml (Logo Protego)*,Btl,0,50
 PT.Jawa Agrindo Internasional,Pinamec 20 EC 50 X 100 ml*,Btl,1440,50
 PT.Jawa Agrindo Internasional,Pinamec 20 EC FAST 50 X 100 ml*,Btl,0,50
 PT.Star Metal Ware Industry,Pipa Penyemprot 60 cm Star Metal,Pcs,80,1
 PT.Star Metal Ware Industry,"Pipa Penyemprot Fiberglass YT 3L, 4L, 5L, 7L & 9L",Pcs,90,1
 PT.Star Metal Ware Industry,Pipa Penyemprot+G.Orange 20 L Star Metal,Pcs,36,1
 CV.Sarana Tani Makmur,Pipa Semprot,Pcs,15,1
 PT.Mitra Indotani Abadi,Piraklo 250 EC 100 X 100 ml ( Sampel ),Btl,0,100
 PT.Mitra Indotani Abadi,Piraklo 250 EC 100 X 100 ml*,Btl,26467,100
 PT.Mitra Indotani Abadi,Piraklo 250 EC 40 X 250 ml*,Btl,58767,40
 PT.Jawa Agrindo Internasional,Piribac 400 SC 50 X 100 ml (Sample),Btl,5,50
sarana.promosi,Pisau Lipat Set,Pcs,0,1
.No Name,Pisau Tuwal,Pcs,0,1
 PT.Star Metal Ware Industry,Pita Alat Pengikat Tanaman Yoto 25 X 20 X 1 roll*,Roll,1165,500
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 11 Liter 2 Handle Standard HDPE 4cm 150 X 24 cm X 25 cm*,Pcs,0,150
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 15 Liter 2 Handle Standard HDPE 4cm 150 X 29 cm X 24 cm*,Pcs,40,150
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 18 Liter 2 Handle Standard HDPE 4cm 150 X 28 cm X 30 cm*,Pcs,117,150
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 20 Liter 2 Handle Standard HDPE 4cm 150 X 32 cm X 25 cm*,Pcs,0,150
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 250 Liter 4 Handle Standard HDPE 7cm 30 X 70 cm X 66 cm*,Pcs,0,30
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 28 Liter 2 Handle Standard HDPE 4cm 150 X 30 cm X 40 cm*,Pcs,0,150
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 3 Liter No Handle 200 X 15 cm X 18 cm*,Pcs,162,200
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 30 Liter 2 Handle Standard HDPE 4cm 150 X 34 cm X 33 cm*,Pcs,0,150
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 300 Liter 4 Handle Standard HDPE 7cm 20 X 80 cm X 60 cm*,Pcs,0,20
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 45 Liter 2 Handle Standard HDPE 4cm 100 X 38 cm X 40 cm*,Pcs,0,100
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 5 Liter No Handle 200 X 18 cm X 20 cm*,Pcs,373,200
 PT.Tri Usaha Sejahtera Pratama,Planter Bag 75 Liter 2 Handle Standard HDPE 7cm 50 X 46 cm X 46 cm*,Pcs,0,50
 PT.Syngenta Indonesia,Plenum 50 WG 12 X 10 X 25 gr,Pack,20458,120
 PT.Syngenta Indonesia,Plenum 50 WG 50 X 100 gr,Pack,1,50
 PT.Dalzon Chemicals Indonesia,Pointer 276 SL 20 ltr*,Pail,0,1
 PT.Dalzon Chemicals Indonesia,Pointer 276 SL 20 X 1 ltr New*,Btl,9860,20
sarana.promosi,Pointer 276 SL 20 X 1 ltr New*,Btl,0,20
 PT.Dalzon Chemicals Indonesia,Pointer 276 SL 4 X 5 ltr*,Gal,0,4
 PT.Mitra Indotani Abadi,Polo Shirt MIA (Putih Kombinasi),Pcs,0,1
 PT.Surya Berkah Plastindo,Polybag 10/20 X 20 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 10/20 X 25 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 10/20 X 30 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 12.5/25 X 25 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 12.5/25 X 30 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 15/30 X 30 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 15/30 X 35 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 15/30 X 40 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 17.5/35 x 35 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 17.5/35 x 40 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 20/40 X 40 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 20/40 X 45 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 20/40 X 50 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 5/10 X 15 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 7.5/15 X 15 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 7.5/15 X 20 cm,Kg,0,1
 PT.Surya Berkah Plastindo,Polybag 7.5/15 X 25 cm,Kg,0,1
 PT.Java Karlos Indonesia,Polybag Alpen 10/20 X 20 cm - 25 X 1 kg*,Pack,100,25
 PT.Java Karlos Indonesia,Polybag Alpen 10/20 X 25 cm - 25 X 1 kg*,Pack,190,25
 PT.Java Karlos Indonesia,Polybag Alpen 10/20 X 40 cm - 25 X 1 kg*,Pack,419,25
 PT.Java Karlos Indonesia,Polybag Alpen 12.5/25 X 25 cm - 25 X 1 kg*,Pack,67,25
 PT.Java Karlos Indonesia,Polybag Alpen 12.5/25 X 30 cm - 25 X 1 kg*,Pack,249,25
 PT.Java Karlos Indonesia,Polybag Alpen 15/30 X 30 cm - 25 X 1 kg*,Pack,10,25
 PT.Java Karlos Indonesia,Polybag Alpen 15/30 X 40 cm - 25 X 1 kg*,Pack,0,25
 PT.Java Karlos Indonesia,Polybag Alpen 17.5/35 X 35 cm - 25 X 1 kg*,Pack,0,25
 PT.Java Karlos Indonesia,Polybag Alpen 17.5/35 X 40 cm - 25 X 1 kg*,Pack,0,25
 PT.Java Karlos Indonesia,Polybag Alpen 2.5/5 X 15 cm - 50 X 500 gr,Pack,2700,50
 PT.Java Karlos Indonesia,Polybag Alpen 20/40 X 35 cm - 25 X 1 kg*,Pack,0,25
 PT.Java Karlos Indonesia,Polybag Alpen 20/40 X 40 cm - 25 X 1 kg*,Pack,0,25
 PT.Java Karlos Indonesia,Polybag Alpen 25/45 X 45 cm - 25 X 1 kg*,Pack,0,25
 PT.Java Karlos Indonesia,Polybag Alpen 30/50 X 50 cm - 25 X 1 kg*,Pack,1502,25
 PT.Java Karlos Indonesia,Polybag Alpen 30/60 X 60 cm - 25 X 1 kg*,Pack,0,25
 PT.Java Karlos Indonesia,Polybag Alpen 5/10 X 15 cm - 50 X 500 gr,Pack,0,50
 PT.Java Karlos Indonesia,Polybag Alpen 7.5/15 X 30 cm - 25 X 1 kg*,Pack,0,25
 CV.Synergy Sedaya,Polybag Korma 10 X 15 X 004 (Sample),Pcs,2,1
 CV.Synergy Sedaya,Polybag Korma 15 X 15 X 005 (Sample),Pcs,2,1
 CV.Synergy Sedaya,Polybag Korma 20 X 20 X 006 (Sample),Pcs,2,1
 CV.Synergy Sedaya,Polybag Korma 25 X 30 X 006 (Sample),Pcs,1,1
 CV.Synergy Sedaya,Polybag Korma 30 X 30 X 008 (Sample),Pcs,1,1
 CV.Synergy Sedaya,Polybag Korma 35 X 35 X 008 (Sample),Pcs,1,1
 CV.Synergy Sedaya,Polybag Korma 40 X 40 X 010 (Sample),Pcs,1,1
 CV.Synergy Sedaya,Polybag Korma 45 X 45 X 010 (Sample),Pcs,1,1
 CV.Synergy Sedaya,Polybag Korma 50 X 50 X 010 (Sample),Pcs,1,1
.No Name,Pompa Plasindo 14 ltr,Pcs,4,1
 PT.Agroiris Crop Protection Indonesia,Popzole 525 SE 48 X 240 ml*,Btl,386,48
 PT.Agroiris Crop Protection Indonesia,Popzole 525 SE 64 X 100 ml*,Btl,1095,64
sarana.promosi,Poster Bisi 77 60 X 50,Pcs,0,1
sarana.promosi,Poster Bisi 959 60 X 50,Pcs,0,1
