nm_suplier,nm_barang,satuan,qty,dimensi
 PT.Excel Meg Indo,Abacell 18 EC 10 X 1 ltr,Btl,2466,10
 PT.Excel Meg Indo,Abacell 18 EC 20 X 500 ml,Btl,1070,20
 PT.Excel Meg Indo,Abacell 18 EC 40 X 250 ml,Btl,580,40
 PT.Excel Meg Indo,Abacell 18 EC 50 X 100 ml,Btl,4965,50
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Abacyper 30/125 EC 48 X 100 ml,Btl,0,48
 PT.Advansia Indotani,Abado 50 WP 20 X 20 X 10 gr*,Pack,4657,400
 PT.Advansia Indotani,Abado 50 WP 20 X 6 X 40 gr*,Pack,1194,120
 PT.Advansia Indotani,Abenz 22 EC 100 X 100 ml,Btl,964,100
 PT.Advansia Indotani,Abenz 22 EC 40 X 250 ml,Btl,3845,40
 PT.Advansia Indotani,Abojo 60 WP 10 X 20 X 50 gr,Pack,0,200
 PT.Advansia Indotani,Abojo 60 WP 100 X 100 gr,Pack,17271,100
 PT.Corteva Agriscience Indonesia,Acapela System 280 SC 50 X 100 ml,Btl,20650,50
 PT.Sarana Tani Indonesia Makmur,Accora 100 EC 15 X 1 ltr (Sample),Btl,1,15
 PT.Sarana Tani Indonesia Makmur,Accora 100 EC 15 X 1 ltr*,Btl,1,15
 PT.Sarana Tani Indonesia Makmur,Accora 100 EC 20 X 500 ml*,Btl,115,20
 PT.Benih Berkah Berseri,Accora 100 EC 20 X 500 ml*,Btl,0,20
 PT.Imta Sukses Abadi,Accu Isatech Isa 8-12,Pcs,3,1
 UD.Widjaya,Accu Kayaba Kering 12A - 12 Volt,Pcs,1,1
 PT.Imta Sukses Abadi,Accu Sprayer Elektrik 5L 12V 1.3A,Pcs,73,1
 PT.Sinar General Industries,Ace One 75 SP 25 X 400 gr*,Pack,2033,25
 PT.Sinar General Industries,Ace One 75 SP 50 X 100 gr*,Pack,1638,50
 PT.Advansia Indotani,Achlor 4/36 WP 60 X 100 gr,Pack,120,60
 PT.Asiana Chemicalindo Lestari,ACL 6 865 SL 25 X 400 ml*,Btl,261,25
 PT.Asiana Chemicalindo Lestari,ACL 6 865 SL 50 X 200 ml*,Btl,562,50
 PT.BASF Indonesia,Acrobat WP 20 X 6 X 40 gr,Pack,46196,120
 PT.Agro Natural Technology,Actigrow 12 X 1 ltr*,Btl,984,12
 PT.Agro Natural Technology,Actigrow 20 X 500 ml*,Btl,1860,20
 PT.Bayer Indonesia,Adengo SC465 100 X 100 ml,Btl,0,100
 PT.Advansia Indotani,Adoca 150 SC 100 X 100 ml*,Btl,0,100
 PT.Advansia Indotani,Adoca 150 SC 40 X 250 ml*,Btl,0,40
 PT.Bioworld Biosciencen ML,Adrift 125 EC 40 X 250 ml,Btl,190,40
 PT.Bioworld Biosciencen ML,Adrift 125 EC 50 X 100 ml,Btl,52,50
 PT.Advansia Indotani,Afonil 50 SC 100 X 100 ml,Btl,1684,100
 PT.Advansia Indotani,Afonil 50 SC 100 X 50 ml,Btl,2165,100
 PT.Advansia Indotani,Afonil 50 SC 20 X 500 ml,Btl,133,20
 PT.Advansia Indotani,Afonil 50 SC 40 X 250 ml,Btl,628,40
 PT.Agro Guna Makmur,Agapro 214/66 SL 40 X 200 ml*,Btl,480,40
 PT.Agro Guna Makmur,Agapro 214/66 SL 50 X 80 ml*,Btl,500,50
 PT.Royal Agro Indonesia,Agil 100 EC 100 X 100 ml,Btl,0,100
 PT.Royal Agro Indonesia,Agil 100 EC 40 X 250 ml,Btl,0,40
 PT.Bayer Indonesia,Agridex 715 EC 12 X 1 ltr,Btl,2058,12
 PT.Syngenta Indonesia,Agrimec 18 EC 100 X 50 ml,Btl,0,100
 PT.Syngenta Indonesia,Agrimec 18 EC 40 X 250 ml,Btl,13885,40
 PT.Syngenta Indonesia,Agrimec 18 EC 50 X 100 ml,Btl,0,50
 PT.Agriculture Constraction Indonesia,Agrimore K 500 gr (Sample),Pack,0,1
 PT.Agriculture Constraction Indonesia,Agrimore P 500 gr (Sample),Pack,0,1
 PT.Bayer Indonesia,Agristik 400 L 12 X 1 ltr,Btl,569,12
 PT.Global Agrotech,Agrogib 40 SL 30 X 15 X 35 ml,Btl,29663,450
sarana.promosi,Agromil 710 EC 20 X 1 ltr,Btl,0,20
 PT.Advansia Indotani,Agus 500 SC 100 X 100 ml*,Btl,14308,100
 PT.Advansia Indotani,Agus 500 SC 40 X 250 ml*,Btl,10998,40
 PT.Sinergi Chem Indonesia,Agxanazol 200/150 SC 20 X 250 ml*,Btl,3225,20
 PT.Sinergi Chem Indonesia,Agxanazol 200/150 SC 50 X 100 ml*,Btl,2214,50
 PT.Advansia Indotani,Ajin 70 WP 20 X 20 X 25 gr*,Pack,0,400
 PT.Advansia Indotani,Akalis 550 SC 10 X 1 ltr,Btl,283,10
 PT.Advansia Indotani,Akalis 550 SC 20 X 500 ml,Btl,2167,20
 PT.Advansia Indotani,Akalis 550 SC 40 X 250 ml,Btl,1648,40
 PT.Maju Makmur Utomo,Akrostar 40 WP 100 X 100 gr*,Pack,727,100
 PT.Maju Makmur Utomo,Akrostar 40 WP 100 X 5 gr*,Pack,800,100
 PT.Maju Makmur Utomo,Akrostar 40 WP 50 X 20 gr (Sample),Pack,0,50
 PT.Maju Makmur Utomo,Akrostar 40 WP 60 X 40 gr*,Pack,590,60
 PT.Asia Gala Kimia,Alamo 350 SC 20 X 500 ml*,Btl,0,20
 PT.Asia Gala Kimia,Alamo 350 SC 48 X 100 ml*,Btl,0,48
 PT.Agro Dynamics Indo,Alat Kocor Pupuk Cair Jitu 20 Ltr*,Pcs,1,1
 PT.Imta Sukses Abadi,Alat Kocor Pupuk Cair Quda Karisma*,Pcs,0,1
 PT.Imta Sukses Abadi,Alat Kocor Pupuk Cair Satagro 25 ltr,Pcs,76,1
 PT.Imta Sukses Abadi,Alat Kocor Pupuk Padat Quda Karisma*,Pcs,0,1
 CV.Sarana Tani Makmur,Alat Kocor Pupuk Padat Satagro 25 ltr*,Pcs,0,1
 PT.Star Metal Ware Industry,Alat Pengikat Tanaman Yoto,Pcs,0,1
 PT.Star Metal Ware Industry,Alat Pengikat Tanaman Yoto 20 X 1 pcs*,Pcs,0,20
 PT.Star Metal Ware Industry,Alat Service YT 5L / 7L,Pcs,20,1
 PT.Imta Sukses Abadi,Alat Tanam Jagung 1 Output Satagro MTB-006 6 X 1 pcs,Pcs,1467,6
 PT.Imta Sukses Abadi,Alat Tanam Roll MTB-008 SS,Pcs,73,1
 PT.Imta Sukses Abadi,Alat Tanam Roll MTB-010 SS,Pcs,31,1
 PT.Maju Makmur Utomo,Alexis 70 WP 15 X 800 gr*,Pack,0,15
 PT.Maju Makmur Utomo,Alexis 70 WP 30 X 400 gr*,Pack,0,30
 PT.Agro Guna Makmur,Alfatox 50 EC 20 X 400 ml (AGM)*,Btl,3740,20
 PT.Agro Guna Makmur,Alfatox 50 EC 40 X 200 ml (AGM)*,Btl,2828,40
 PT.Agro Guna Makmur,Alfatox 50 EC 50 X 80 ml (AGM)*,Btl,12584,50
 PT.Deli Standart,Ali-ron 20 WG 10 X 20 X 5 gr,Pack,0,200
 PT.Syngenta Indonesia,Alika 247 ZC 100 X 50 ml,Btl,10490,100
 PT.Syngenta Indonesia,Alika 247 ZC 40 X 250 ml,Btl,3988,40
 PT.Syngenta Indonesia,Alika 247 ZC 50 X 100 ml,Btl,9849,50
 PT.Sinar General Industries,Almix 247 ZC 100 X 50 ml*,Btl,0,100
 PT.Sinar General Industries,Almix 247 ZC 40 X 250 ml*,Btl,0,40
 PT.Sinar General Industries,Almix 247 ZC 50 X 100 ml*,Btl,0,50
 PT.Sari Kresna Kimia,Amabas 500 EC 16 X 1 ltr*,Btl,1332,16
 PT.Sari Kresna Kimia,Amabas 500 EC 20 X 400 ml*,Btl,1262,20
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Amazone 80 EC 40 X 200 ml*,Btl,204,40
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Amazone 80 EC 50 X 80 ml*,Btl,0,50
 PT.Bioworld Biosciencen ML,Ambest 100 ME 40 X 250 ml,Btl,806,40
 PT.Bioworld Biosciencen ML,Ambest 100 ME 50 X 100 ml,Btl,425,50
 PT.Adil Makmur Fajar,Amco Up 486 SL 20 ltr*,Pail,206,1
 PT.Adil Makmur Fajar,Amco Up 486 SL 20 X 1 ltr*,Btl,9934,20
 PT.Adil Makmur Fajar,Amco Up 486 SL 4 X 5 ltr*,Gal,860,4
 PT.Adil Makmur Fajar,Amcopyr 670 EC 50 X 100 ml,Btl,0,50
 PT.Adil Makmur Fajar,Amcoquat 135 SL 20 ltr,Pail,0,1
 PT.Adil Makmur Fajar,Amcoquat 135 SL 20 X 1 ltr,Btl,0,20
 PT.Adil Makmur Fajar,Amcoquat 135 SL 4 X 5 ltr,Gal,0,4
 PT.Adil Makmur Fajar,Amcoron 80 WP 20 X 1 kg,Pack,0,20
 PT.Adil Makmur Fajar,Amcoron 80 WP 20 X 1 kg*,Pack,86,20
 PT.Adil Makmur Fajar,Amcoxone 276 SL 20 ltr (Coklat),Pail,0,1
sarana.promosi,Amcoxone 276 SL 20 X 1 ltr (Coklat),Btl,0,20
 PT.Adil Makmur Fajar,Amcoxone 276 SL 4 X 5 ltr (Coklat),Gal,0,4
 PT.Inter Agro Indonesia,Amegu 200 SL 20 X 1 ltr*,Btl,2801,20
 PT.Cheil Jedang Indonesia,Amiboost Anti Stress 10 X 1 ltr*,Btl,385,10
 PT.Cheil Jedang Indonesia,Amiboost Anti Stress 20 X 250 ml (Sample),Btl,335,20
 PT.Cheil Jedang Indonesia,Amiboost Anti Stress 20 X 500 ml*,Btl,641,20
 PT.Cheil Jedang Indonesia,Amiboost Generative 10 X 1 ltr*,Btl,269,10
 PT.Cheil Jedang Indonesia,Amiboost Generative 20 X 250 ml,Btl,265,20
 PT.Cheil Jedang Indonesia,Amiboost Generative 20 X 500 ml*,Btl,567,20
 PT.Cheil Jedang Indonesia,Amiboost Vegetative 10 X 1 ltr*,Btl,309,10
 PT.Cheil Jedang Indonesia,Amiboost Vegetative 20 X 250 ml,Btl,185,20
 PT.Cheil Jedang Indonesia,Amiboost Vegetative 20 X 500 ml*,Btl,405,20
 PT.Trimarga Nusantara Indonesia,Amichlor 400 EC 100 ml,Btl,11,1
 PT.Agro Guna Makmur,Aminosong 20 X 500 ml (AGM)*,Btl,0,20
 PT.Agro Guna Makmur,Aminosong Mango 10 X 1 ltr (AGM),Btl,100,10
sarana.promosi,Aminosong Mango 20 X 500 ml (AGM),Pcs,0,20
 PT.Agro Guna Makmur,Aminosong Mango 20 X 500 ml (AGM),Btl,199,20
 PT.Agro Guna Makmur,Aminosong Mango 500 ml (AGM) (Sample),Btl,4,1
 PT.Syngenta Indonesia,Amistartop 325 SC 100 X 50 ml,Btl,22,100
 PT.Syngenta Indonesia,Amistartop 325 SC 20 X 250 ml,Btl,47671,20
 PT.Syngenta Indonesia,Amistartop 325 SC 50 X 100 ml,Btl,21233,50
 PT.Bioworld Biosciencen ML,Amitage 200 EC 20 X 500 ml,Btl,0,20
 PT.Bina Guna Kimia,Ammate 150 EC 20 X 100 ml (FMC),Btl,0,20
 PT.Bina Guna Kimia,Ammate 150 EC 40 X 50 ml (FMC),Btl,0,40
 PT.Advansia Indotani,Amolin 300 EC 100 X 100 ml*,Btl,10052,100
 PT.Advansia Indotani,Amolin 300 EC 40 X 250 ml*,Btl,5538,40
 PT.Mitra Kreasi Dharma,Amora 150 SL 15 X 1 ltr,Btl,0,15
 PT.Mitra Kreasi Dharma,Amora 150 SL 20 X 500 ml,Btl,0,20
 PT.Advansia Indotani,Amotan Gold 325 SC 100 X 100 ml,Btl,0,100
 PT.Advansia Indotani,Amotan Gold 325 SC 40 X 250 ml,Btl,0,40
 PT.Tiga Muara Emas Makmur,Ampang 240 SL 20 ltr*,Pail,83,1
 PT.Tiga Muara Emas Makmur,Ampang 240 SL 20 X 1 ltr*,Btl,2825,20
 PT.Tiga Muara Emas Makmur,Ampang 240 SL 4 X 5 ltr*,Gal,144,4
 PT.Advansia Indotani,Amuron 70 EC 100 X 100 ml,Btl,0,100
 PT.Advansia Indotani,Amuron 70 EC 100 X 100 ml*,Btl,706,100
 PT.Advansia Indotani,Amuron 70 EC 40 X 250 ml*,Pcs,210,40
 PT.Advansia Indotani,Amuron 70 EC 40 X 250 ml*,Btl,210,40
 PT.Mitra Kreasi Dharma,Android 72 EC 20 X 200 ml*,Btl,168,20
 PT.Mitra Kreasi Dharma,Android 72 EC 20 X 400 ml*,Btl,230,20
 PT.Mitra Kreasi Dharma,Android 72 EC 50 X 80 ml*,Btl,1115,50
sarana.promosi,Android TV Coocaa 32,Pcs,0,1
sarana.promosi,Android TV Aqua 32,Pcs,0,1
 PT.Maju Makmur Utomo,Aneto 0.5 G 10 X 1 kg (M2U)*,Pack,50,10
 PT.Maju Makmur Utomo,Aneto 50 EC 30 X 500 ml (M2U)*,Pcs,0,30
 PT.Maju Makmur Utomo,Aneto 50 EC 30 X 500 ml + Neptune 8 gr (M2U)*,Btl,1217,30
 PT.Maju Makmur Utomo,Aneto 50 EC 50 X 100 ml (M2U)*,Btl,1072,50
 PT.Maju Makmur Utomo,Aneto 50 EC 50 X 250 ml + Neptune 8 gr (M2U)*,Btl,726,50
 PT.Advansia Indotani,Anmi 100 SC 40 X 250 ml,Btl,200,40
 PT.Advansia Indotani,Anphony 20 X 250 ml,Btl,0,20
 PT.Bayer Indonesia,Antracol 70 WP 12 X 1 kg,Pack,0,12
 PT.Bayer Indonesia,Antracol 70 WP 20 X 500 gr,Pack,177,20
 PT.Bayer Indonesia,Antracol 70 WP 40 X 250 gr,Pack,360,40
 PT.Syngenta Indonesia,Anvil 50 SC 10 X 1 ltr,Btl,0,10
 PT.Syngenta Indonesia,Anvil 50 SC 40 X 250 ml,Btl,20,40
 PT.Advansia Indotani,Apison 51.5 DG 100 X 100 gr*,Pack,0,100
 PT.Advansia Indotani,Apison 51.5 DG 20 X 20 X 25 gr*,Pack,0,400
.No Name,Apoge 25 Premium Padi 30 X 250 gr,Pack,0,30
 PT.Petrokimia Kayaku,Applaud 10 WP 20 X 5 X 100 gr,Pack,6291,100
 PT.Petrokimia Kayaku,Applaud 10 WP 25 X 400 gr,Pack,6963,25
 PT.Royal Agro Indonesia,Apropo 200 SE 100 X 60 ml,Btl,0,100
 PT.Royal Agro Indonesia,Apropo 200 SE 40 X 250 ml,Btl,0,40
 PT.Advansia Indotani,Arendi 20/10 WP 20 X 20 X 25 gr,Btl,38175,400
 PT.Advansia Indotani,Arendi 20/10 WP 20 X 20 X 25 gr,Pack,38175,400
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Arizona 55 EC 50 X 80 ml,Btl,11,50
 PT.Mitra Artha Sejati,Arizona 55 EC 80 ml (Sample),Btl,2,1
sarana.promosi,Arma 48/4 WP 20 X 500 gr,Pack,0,20
 PT.Agro Natural Technology,Arma 48/4 WP 20 X 500 gr*,Pack,1491,20
 PT.Agro Natural Technology,Arma 52 WP 20 X 500 gr (Sample),Pack,7,20
 PT.Mitra Indotani Abadi,Armeira 30 WG 10 X 20 X 50 gr*,Pack,25096,200
 PT.Bina Guna Kimia,Arrivo 30 EC 100 X 100 ml,Btl,0,100
 PT.Bina Guna Kimia,Arrivo 30 EC 2 X 24 X 250 ml,Btl,0,48
 PT.Bina Guna Kimia,Arrivo 30 EC 24 X 500 ml,Btl,0,24
.LTS PT,Asam Amino (Sample),Btl,7,1
 PT.Tunas Harapan Murni,Asetop 30 EC 20 X 500 ml*,Btl,690,20
 PT.Tunas Harapan Murni,Asetop 30 EC 40 X 100 ml*,Btl,1930,40
 PT.Deli Standart,Asetor 250 EC 40 X 250 ml*,Btl,1011,40
 PT.Deli Standart,Asetor 250 EC 50 X 80 ml*,Btl,0,50
 PT.Asiana Chemicalindo Lestari,Asia Top 288 SL 20 ltr*,Pail,77,1
 PT.Asiana Chemicalindo Lestari,Asia Top 288 SL 20 X 1 ltr*,Btl,5040,20
 PT.Asiana Chemicalindo Lestari,Asia Top 288 SL 4 X 5 ltr*,Gal,372,4
 PT.Asiana Chemicalindo Lestari,Asia Top 288 SL 40 X 500 ml,Btl,250,40
 PT.Asiana Chemicalindo Lestari,Asiacol 70 WP 12 X 1 kg*,Pack,116,12
 PT.Asiana Chemicalindo Lestari,Asiacol 70 WP 20 X 250 gr*,Pack,446,20
 PT.Asiana Chemicalindo Lestari,Asiacol 70 WP 20 X 500 gr*,Pack,60,20
 PT.Advansia Indotani,Aslinya 75 WP 100 X 100 gr,Pack,2191,100
 PT.Advansia Indotani,Aslinya 75 WP 20 X 20 X 25 gr,Pack,7051,400
 PT.Nufarm Indonesia,Associate 200 SC 20 X 250 ml (Sample),Btl,0,20
 PT.Nufarm Indonesia,Associate 200 SC 20 X 250 ml*,Btl,4946,20
 PT.Nufarm Indonesia,Associate 200 SC 50 X 80 ml*,Btl,6052,50
 PT.Sinar General Industries,Astana 85 WP 100 X 50 gr,Pack,0,100
 PT.Sinar General Industries,Astana 85 WP 20 X 10 X 15 gr,Pack,0,200
 PT.Sinar General Industries,Astana 85 WP 50 X 100 gr*,Pack,885,50
 PT.Advansia Indotani,Athos 240 SC 100 X 100 ml*,Btl,0,100
 PT.Advansia Indotani,Athos 240 SC 40 X 250 ml*,Btl,0,40
 PT.Advansia Indotani,Atnimes 200/20/40 OD 10 X 1 ltr,Btl,0,10
 PT.Advansia Indotani,Atnimes 200/20/40 OD 20 X 500 ml,Btl,0,20
 PT.Advansia Indotani,Atnimes 200/20/40 OD 40 X 250 ml,Btl,0,40
 PT.Mitoku Sukses Makmur,Atonik 6.0 L 15 X 500 ml,Btl,21197,15
 PT.Mitoku Sukses Makmur,Atonik 6.0 L 30 X 250 ml,Btl,3695,30
 PT.Mitoku Sukses Makmur,Atonik 6.0 L 50 X 100 ml,Btl,23105,50
 PT.Nufarm Indonesia,Atramix 210 SC 20 X 500 ml,Btl,0,20
 PT.Tanindo Intertraco,Aurora 70 WP 20 X 800 gr,Pack,264,20
 CV.Saprotan Utama,Avidor 25 WP 4 X 25 X 100 gr,Pack,56475,100
 PT.Tunas Harapan Murni,Avor 40 X 100 ml*,Btl,0,40
 PT.Jawa Agrindo Internasional,Axial 60/25 EC 40 X 200 ml,Btl,1000,40
 PT.Advansia Indotani,Ayuna 50 EC 40 X 250 ml,Btl,115,40
 PT.Advansia Indotani,Azatin 500 SC 40 X 250 ml*,Btl,0,40
 PT.Advansia Indotani,Aziziah 300/10 SC 20 X 500 ml,Btl,240,20
 CV.Sinar Agro Kimia Indonesia,Aztro 80 WP 10 X 10 X 50 gr,Pack,400,100
.No Name,Baalpoint Kompas,Pcs,0,1
 PT.Sari Kresna Kimia,Bablass 490 SL 20 ltr + 20 pack Metsul 5 gr,Pail,0,1
 PT.Sari Kresna Kimia,Bablass 490 SL 20 X 1 ltr + 1 pack Metsul 5 gr,Btl,0,20
 PT.Sari Kresna Kimia,Bablass 490 SL 20 X 500 ml + Metsul 5 gr,Btl,0,20
 PT.Sari Kresna Kimia,Bablass 490 SL 4 X 5 ltr + 5 pack Metsul 5 gr,Gal,0,4
 CV.Lestari Inti Agro,Bactocyn 150 AL 100 X 100 ml*,Btl,9932,100
 CV.Lestari Inti Agro,Bactocyn 150 AL 50 X 200 ml*,Btl,9904,50
sarana.promosi,Bafin 3 In 1 18 SL 500 ml,Btl,0,1
sarana.promosi,Bag Jagung Q235 - 1 kg,Pcs,0,1
 PT.Surabaya Perdana Rotopack,Bag NPK Novatec 5 Kg,Pcs,45597,1
.No Name,Baju Batik,Pcs,0,1
.No Name,Baju Koko,Pcs,0,1
 PT.Zenith Cropsciences Indonesia,Baledo 250/50 SC 40 X 100 ml*,Btl,509,40
 PT.Zenith Cropsciences Indonesia,Baledo 250/50 SC 40 X 250 ml,Btl,578,40
 PT.Maju Makmur Utomo,Bamex 18 EC 100 X 50 ml (M2U),Btl,2146,100
 PT.Maju Makmur Utomo,Bamex 18 EC 20 X 200 ml (M2U),Btl,811,20
 PT.Maju Makmur Utomo,Bamex 18 EC 50 X 100 ml (M2U),Btl,4583,50
sarana.promosi,Banner Gamectin,Pcs,0,1
sarana.promosi,Banner Kecil Icemut,Pcs,0,1
sarana.promosi,Banner Qiuvita 2 X 1,Pcs,0,1
 PT.Berbak Agro Sejati,Basceper 50 EC 50 X 100 ml,Btl,0,50
 PT.Behn Meyer AgriCare,Basfoliar Aktif 20 X 500 ml*,Btl,206,20
 PT.Behn Meyer AgriCare,Basfoliar Avant Natur 20 X 500 ml*,Btl,0,20
 PT.Behn Meyer AgriCare,Basfoliar Combi Stipp 20 X 500 ml*,Btl,1087,20
 PT.Behn Meyer AgriCare,Basfoliar Klep Premium 20 X 500 ml*,Btl,317,20
 PT.Berbak Agro Sejati,Basgent 55 SC 100 X 50 ml*,Btl,1206,100
 PT.Berbak Agro Sejati,Basgent 55 SC 20 X 500 ml*,Btl,165,20
 PT.Berbak Agro Sejati,Basgent 55 SC 50 X 100 ml*,Btl,0,50
 PT.Berbak Agro Sejati,Basgent 55 SC 50 X 250 ml*,Btl,1908,50
 PT.Centa Brasindo Abadi,Basis 150 SL 20 X 1 ltr,Btl,0,20
 PT.Berbak Agro Sejati,Basrata 150 SL 20 X 1 ltr*,Btl,1785,20
 PT.Berbak Agro Sejati,Basrata 150 SL 20 X 500 ml*,Btl,79,20
 PT.Berbak Agro Sejati,Basrata 150 SL 50 X 250 ml*,Btl,620,50
 PT.Agroiris Crop Protection Indonesia,Bastnate 200 SL 12 X 1 ltr*,Btl,216,12
 CV.Sarana Tani Makmur,"Battery 12V1, 3AH/20HR",Pcs,8,1
 UD.Widjaya,Baut Bersayap/Kipas,Pcs,100,1
 PT.Golden Agin I,Baut Bintang 17 Lt,Pcs,18,1
 PT.Golden Agin I,Baut Kupu-Kupu,Pcs,6,1
 PT.Benih Citra Asia,Bawang Bahana 12 X 10 X 20 gr,Pack,0,120
 PT.Benih Citra Asia,Bayam Amarin,Kg,0,1
 PT.Benih Citra Asia,Bayam Amarin 30 X 500 gr,Pack,0,30
sarana.promosi,Bayam Belang 1 kg,Pack,0,1
 PT.Benih Citra Asia,Bayam Belang 2 kg,Pack,0,1
 PT.Benih Citra Asia,Bayam Belang 30 X 500 gr,Pack,0,30
 PT.Benih Citra Asia,Bayam Belang 35 X 500 gr,Pack,0,35
 PT.Benih Citra Asia,Bayam Belang 90 X 100 gr,Pack,0,90
 Tbk.Bisi International,Bayam Bisi 40 X 500 gr,Pack,0,40
 PT.Bayer Indonesia,Baycarb 500 EC 20 X 500 ml,Btl,2709,20
 PT.Bayer Indonesia,Bayfolan 40 X 250 ml,Btl,0,40
 PT.Sinar General Industries,Bazathion 150 SL 20 X 1 ltr,Btl,0,20
 PT.Sinar General Industries,Bazathion 150 SL 20 X 500 ml,Btl,0,20
 PT.Dharma Ayu Tani,Been Toxcer 40 X 250 ml*,Btl,0,40
 PT.Dharma Ayu Tani,Been Toxcer 40 X 500 ml*,Btl,0,40
 PT.Dharma Ayu Tani,Been Trubus Umum 20 X 1 ltr*,Btl,0,20
 PT.Dharma Ayu Tani,Been Trubus Umum 20 X 1 ltr*,Pack,0,20
 PT.Dharma Ayu Tani,Beensae Booster 30 X 400 gr*,Btl,0,30
 PT.Dharma Ayu Tani,Beensae Booster 30 X 400 gr*,Pack,0,30
 PT.Dharma Ayu Tani,Beensae EM9 Tambak 20 X 1 ltr*,Btl,359,20
 PT.Dharma Ayu Tani,Beensae EM9 Tani 20 X 1 ltr*,Btl,337,20
 PT.Dharma Ayu Tani,Beensae KCL Cair 20 X 1 ltr*,Btl,0,20
 PT.Dharma Ayu Tani,Beensae KCL Cair 40 X 500 ml*,Btl,0,40
 PT.Dharma Ayu Tani,Beensae Khatrol 20 X 20 X 10 ml*,Btl,228,400
 PT.Indo Acidatama Tbk,Beka Biang Kompos 25 X 250 ml,Btl,656,25
 PT.Tanaman Makmur Mandiri,Bellator 265 SC 20 X 100 ml*,Btl,859,20
 PT.Tanaman Makmur Mandiri,Bellator 265 SC 25 X 200 ml,Btl,812,25
 PT.Bayer Indonesia,Belt Expert 480 SC 20 X 250 ml,Btl,0,20
 PT.Bayer Indonesia,Belt Expert 480 SC 40 X 250 ml,Btl,0,40
 UD.Widjaya,Belt Yamaha,Pcs,9,1
 PT.Karunia Sukses Utama,Benang Pe mlg,Kg,2892,1
 PT.Asiana Chemicalindo Lestari,Bencore 250 EC 20 X 200 ml*,Btl,158,20
.N/A,Bencore 250 EC 20 X 400 ml*,Btl,0,20
 PT.Asiana Chemicalindo Lestari,Bencore 250 EC 20 X 400 ml*,Btl,143,20
 PT.Asiana Chemicalindo Lestari,Bencore 250 EC 50 X 100 ml*,Btl,0,50
 CV.Jaya Tani Sejahtera,Bentan 60 WP (biru) 100 X 100 gr,Pack,0,100
 UD.Widjaya,Bentpipe No. 45,Pcs,8,1
 PT.Maju Makmur Utomo,Bernas 250 EC 50 X 100 ml (M2U)*,Btl,77,50
 PT.Maju Makmur Utomo,Bernas 250 EC 50 X 250 ml (M2U)*,Btl,1054,50
 PT.Tanaman Makmur Mandiri,Bernice 200 ml (Sample),Btl,0,1
 PT.Tanaman Makmur Mandiri,Bernice 5 SL 25 X 200 ml*,Btl,974,25
 PT.Tanaman Makmur Mandiri,Bernice 5 SL 30 X 200 ml*,Btl,3,30
 PT.Surya Mandiri Sejahtera,Berosal 50 WP 50 X 400 gr*,Pack,0,50
 PT.Dalzon Chemicals Indonesia,Best Up 480 SL 20 X 1 ltr*,Btl,0,20
 PT.Persada Agro Sukses,Beta-Nil 76 WP 20 X 500 gr*,Pack,840,20
 PT.Alfa Beta Agrochemical,Betasticker 80 X 30 ml,Pack,1120,80
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Better One 40 X 200 ml,Btl,15,40
 CV.Artha Buana Mandiri/Graha Niaga Mandiri,Better One 40 X 200 ml*,Btl,921,40
 CV.Lestari Inti Agro,Biggrow 20 WP 4 X 75 X 5 gr*,Sach,0,300
 CV.Lestari Inti Agro,Biggrow 20 WP 6 X 50 X 5 gr*,Sach,8980,300
 CV.Lestari Inti Agro,Biggrow Forte 6 X 200 X 1 gr*,Sach,48165,1200
 PT.Sari Kresna Kimia,Bigxone 135 SL 20 ltr,Pail,0,1
 PT.Sari Kresna Kimia,Bigxone 135 SL 20 X 1 ltr,Btl,400,20
 PT.Sari Kresna Kimia,Bigxone 135 SL 4 X 5 ltr,Gal,120,4
 PT.Wahana Pundhi Karsa Abadi,Biochem Padi /Tikus 20 X 1 ltr*,Btl,0,20
 PT.Wahana Pundhi Karsa Abadi,Biochem Padi/ Tikus 30 X 500 ml*,Btl,95,30
 PT.Wahana Pundhi Karsa Abadi,Biochem Padi/Tikus 20 X 1 ltr*,Btl,140,20
 PT.Wahana Pundhi Karsa Abadi,Biochem Umum 20 X 1 ltr*,Btl,191,20
 PT.Wahana Pundhi Karsa Abadi,Biochem Umum 30 X 500 ml*,Btl,480,30
 PT.Syngenta Indonesia,Bion M 1/48 WP 20 X 500 gr,Pack,0,20
 PT.Sari Kresna Kimia,Bionik 400 EC 20 X 500 ml,Btl,0,20
 PT.Sari Kresna Kimia,Bionik 400 EC 20 X 500 ml*,Btl,10149,20
 PT.Sari Kresna Kimia,Bionik 400 EC 50 X 100 ml*,Btl,12623,50
 CV.Sarana Tani Makmur,Bionta BSA 100 ml (S),Btl,99,1
 PT.Maju Makmur Utomo,Bionta45 250 ml (Sample),Btl,2,1
 PT.Bioworld Biosciencen ML,Biosoft 20 X 1 ltr,Btl,209,20
 PT.Bioworld Biosciencen ML,Biosoft 20 X 500 ml,Btl,328,20
